Original Title,Title on Google Scholar,DOI,Year,Citation Link,Citation Counts on Google Scholar
The Economics of Television Program Production and Trade in Far East Asia,The economics of television program production and trade in Far East Asia,10.1111/j.1460-2466.1994.tb00690.x,1994,"https://scholar.google.com/scholar?cites=516730422690814081&as_sdt=5,50&sciodt=0,50&hl=en",187
National Responses and Accessibility to Star TV in Asia,National responses and accessibility to STAR TV in Asia,10.1111/j.1460-2466.1994.tb00691.x,1994,"https://scholar.google.com/scholar?cites=4682291186377016647&as_sdt=5,50&sciodt=0,50&hl=en",125
The Irony in—and of—Journalism: A Case Study in the Moral Language of Liberal Democracy,The irony in—and of—journalism: A case study in the moral language of liberal democracy,10.1111/j.1460-2466.1994.tb00674.x,1994,"https://scholar.google.com/scholar?cites=1909737115334333326&as_sdt=5,50&sciodt=0,50&hl=en",83
Hidden Conflicts and Journalistic Norms: The Case of Self-Coverage,Hidden conflicts and journalistic norms: The case of self‐coverage,10.1111/j.1460-2466.1994.tb00675.x,1994,"https://scholar.google.com/scholar?cites=9397496151582512353&as_sdt=5,50&sciodt=0,50&hl=en",84
News of Battering,News of battering,10.1111/j.1460-2466.1994.tb00676.x,1994,"https://scholar.google.com/scholar?cites=11644602186885058069&as_sdt=5,50&sciodt=0,50&hl=en",244
Suicide and the Media: The New York times's Presentation of Front-Page Suicide Stories between 1910 and 1920,Suicide and the Media: The New York times's Presentation of Front-Page Suicide Stories between 1910 and 1920,10.1111/j.1460-2466.1994.tb00677.x,1994,"https://scholar.google.com/scholar?cites=9364809891938506693&as_sdt=5,50&sciodt=0,50&hl=en",40
"The Structure of News Sources on Television: A Network Analysis of “CBS News,”“Nightline,”“MacNeil/Lehrer,” and “This Week with David Brinkley”","The structure of news sources on television: A network analysis of “CBS News,”“Nightline,”“MacNeil/Lehrer,” and “This Week with David Brinkley”",10.1111/j.1460-2466.1994.tb00678.x,1994,"https://scholar.google.com/scholar?cites=466546078011673127&as_sdt=5,50&sciodt=0,50&hl=en",194
In Defense of Negotiated Readings: How Moderates on Each Side of the Conflict Interpret Intifada News,In defense of negotiated readings: How moderates on each side of the conflict interpret Intifada news,10.1111/j.1460-2466.1994.tb00679.x,1994,"https://scholar.google.com/scholar?cites=1439040383714885967&as_sdt=5,50&sciodt=0,50&hl=en",30
Television and Election Campaigns in Contemporary Argentina,Television and election campaigns in contemporary Argentina,10.1111/j.1460-2466.1994.tb00680.x,1994,"https://scholar.google.com/scholar?cites=10181762529823808795&as_sdt=5,50&sciodt=0,50&hl=en",14
"Formalism, First Amendment Expression, and the General Law Doctrine","Formalism, First Amendment Expression, and the General Law Doctrine",10.1111/j.1460-2466.1994.tb00681.x,1994,"https://scholar.google.com/scholar?cites=8694391742591307150&as_sdt=5,50&sciodt=0,50&hl=en",3
Artists' Books and the Cultural Status of the Book,Artists' Books and the Cultural Status of the Book.,10.1111/j.1460-2466.1994.tb00660.x,1994,"https://scholar.google.com/scholar?cites=560526481978097730&as_sdt=5,50&sciodt=0,50&hl=en",18
The Rise and Fall of Audience Research: An Old Story With a New Ending,[BOOK] The rise and fall of audience research: An old story with a new ending,10.1111/j.1460-2466.1993.tb01298.x,1993,"https://scholar.google.com/scholar?cites=7477987778107995040&as_sdt=5,50&sciodt=0,50&hl=en",205
Active Audience Theory: Pendulums and Pitfalls,Active audience theory: pendulums and pitfalls.,10.1111/j.1460-2466.1993.tb01299.x,1993,"https://scholar.google.com/scholar?cites=2320294530991377609&as_sdt=5,50&sciodt=0,50&hl=en",414
The Past in the Future: Problems and Potentials of Historical Reception Studies,The Past in the Future: Problems and Potentials of Historical Reception Studies.,10.1111/j.1460-2466.1993.tb01300.x,1993,"https://scholar.google.com/scholar?cites=15325126211196194377&as_sdt=5,50&sciodt=0,50&hl=en",64
Reopening the Black Box: Toward a Limited Effects Theory,Reopening the Black Box: Toward a Limited Effects Theory.,10.1111/j.1460-2466.1993.tb01301.x,1993,"https://scholar.google.com/scholar?cites=11618919612512531830&as_sdt=5,50&sciodt=0,50&hl=en",65
Realism and Romance: The Study of Media Effects,Realism and Romance: The Study of Media Effects.,10.1111/j.1460-2466.1993.tb01302.x,1993,"https://scholar.google.com/scholar?cites=12486148880992229657&as_sdt=5,50&sciodt=0,50&hl=en",22
Revealing the Black Box: Information Processing and Media Effects,Revealing the black box: Information processing and media effects.,10.1111/j.1460-2466.1993.tb01303.x,1993,"https://scholar.google.com/scholar?cites=8777375336659737813&as_sdt=5,50&sciodt=0,50&hl=en",161
Framing: Toward Clarification of a Fractured Paradigm,[CITATION] Framing: Towards clarification of a fractured paradigm,10.1111/j.1460-2466.1993.tb01304.x,1993,"https://scholar.google.com/scholar?cites=17298354241811329871&as_sdt=5,50&sciodt=0,50&hl=en",23045
Communication Research in the Design of Communication Interfaces and Systems,[PDF] Communication research in the design of communication interfaces and systems,10.1111/j.1460-2466.1993.tb01305.x,1993,"https://scholar.google.com/scholar?cites=5664854054467618167&as_sdt=5,50&sciodt=0,50&hl=en",47
The Future of Political Communication Research: A Japanese Perspective,The Future of Political Communication Research: A Japanese Perspective.,10.1111/j.1460-2466.1993.tb01306.x,1993,"https://scholar.google.com/scholar?cites=17994046279129498823&as_sdt=5,50&sciodt=0,50&hl=en",32
Has Communication Explained Journalism?,Has communication explained journalism,10.1111/j.1460-2466.1993.tb01307.x,1993,"https://scholar.google.com/scholar?cites=6133685754310014398&as_sdt=5,50&sciodt=0,50&hl=en",191
Can Cultural Studies Find True Happiness in Communication?,[PDF] Can cultural studies find true happiness in communication?,10.1111/j.1460-2466.1993.tb01308.x,1993,"https://scholar.google.com/scholar?cites=5155397469811441536&as_sdt=5,50&sciodt=0,50&hl=en",138
Critical Communication Research at the Crossroads,[CITATION] Critical communication research at the crossroads,10.1111/j.1460-2466.1993.tb01309.x,1993,"https://scholar.google.com/scholar?cites=18007665793968639821&as_sdt=5,50&sciodt=0,50&hl=en",71
Rethinking Political Economy: Change and Continuity,Rethinking Political Economy: Change and Continuity.,10.1111/j.1460-2466.1993.tb01310.x,1993,"https://scholar.google.com/scholar?cites=11295242399178415664&as_sdt=5,50&sciodt=0,50&hl=en",160
Back to the Future: Prospects for Study of Communication as a Social Force,Back to the Future: Prospects for Study of Communication as a Social Force.,10.1111/j.1460-2466.1993.tb01311.x,1993,"https://scholar.google.com/scholar?cites=6593232080346617076&as_sdt=5,50&sciodt=0,50&hl=en",19
Genealogical Notes on “The Field”,[CITATION] Genealogical notes on “the field”,10.1111/j.1460-2466.1993.tb01313.x,1993,"https://scholar.google.com/scholar?cites=11821872891481673406&as_sdt=5,50&sciodt=0,50&hl=en",82
"History, Philosophy, and Public Opinion Research","History, Philosophy, and Public Opinion Research.",10.1111/j.1460-2466.1993.tb01314.x,1993,"https://scholar.google.com/scholar?cites=1111697860532757500&as_sdt=5,50&sciodt=0,50&hl=en",30
"Communication in Crisis: Theory, Curricula, and Power","[CITATION] Communication in crisis: Theory, curricula, and power",10.1111/j.1460-2466.1993.tb01315.x,1993,"https://scholar.google.com/scholar?cites=17691288150579846781&as_sdt=5,50&sciodt=0,50&hl=en",48
The Curriculum Is the Future,The curriculum is the future,10.1111/j.1460-2466.1993.tb01316.x,1993,"https://scholar.google.com/scholar?cites=14166351253255059378&as_sdt=5,50&sciodt=0,50&hl=en",37
"Fragmentation, the Field, and the Future","Fragmentation, the field, and the future.",10.1111/j.1460-2466.1993.tb01317.x,1993,"https://scholar.google.com/scholar?cites=5375244525940556686&as_sdt=5,50&sciodt=0,50&hl=en",83
The Purebred and the Platypus: Disciplinarity and Site in Mass Communication Research,The purebred and the platypus: disciplinarity and site in mass communication research.,10.1111/j.1460-2466.1993.tb01318.x,1993,"https://scholar.google.com/scholar?cites=1692078047949895985&as_sdt=5,50&sciodt=0,50&hl=en",15
Communication Research: New Challenges of the Latin American School,Communication Research: New Challenges of the Latin American School.,10.1111/j.1460-2466.1993.tb01319.x,1993,"https://scholar.google.com/scholar?cites=2943915003374902193&as_sdt=5,50&sciodt=0,50&hl=en",22
From Field to Frog Ponds,From field to frog ponds.,10.1111/j.1460-2466.1993.tb01271.x,1993,"https://scholar.google.com/scholar?cites=18040419198987498632&as_sdt=5,50&sciodt=0,50&hl=en",156
"Communication—Embrace the Subject, not the Field","Communication--Embrace the Subject, Not the Field.",10.1111/j.1460-2466.1993.tb01272.x,1993,"https://scholar.google.com/scholar?cites=6171306004833643928&as_sdt=5,50&sciodt=0,50&hl=en",122
Why Are There So Many Communication Theories?,Why Are There So Many Communication Theories?.,10.1111/j.1460-2466.1993.tb01273.x,1993,"https://scholar.google.com/scholar?cites=15396192711531965442&as_sdt=5,50&sciodt=0,50&hl=en",197
The Past of Communication's Hoped-For Future,[PDF] The past of communication's hoped-for future,10.1111/j.1460-2466.1993.tb01274.x,1993,"https://scholar.google.com/scholar?cites=15817319543511575495&as_sdt=5,50&sciodt=0,50&hl=en",112
Verbing Communication: Mandate for Disciplinary Invention,Verbing communication: Mandate for disciplinary invention.,10.1111/j.1460-2466.1993.tb01275.x,1993,"https://scholar.google.com/scholar?cites=10722704855162154971&as_sdt=5,50&sciodt=0,50&hl=en",177
Images of Media: Hidden Ferment—and Harmony—in the Field,[PDF] Images of media: Hidden ferment-and harmony-in the field,10.1111/j.1460-2466.1993.tb01276.x,1993,"https://scholar.google.com/scholar?cites=18416386558618863178&as_sdt=5,50&sciodt=0,50&hl=en",206
The Consequences of Vocabularies,The Consequences of Vocabularies.,10.1111/j.1460-2466.1993.tb01277.x,1993,"https://scholar.google.com/scholar?cites=9049363731772324799&as_sdt=5,50&sciodt=0,50&hl=en",29
Against Theory,Against Theory.,10.1111/j.1460-2466.1993.tb01278.x,1993,"https://scholar.google.com/scholar?cites=14894982481417884952&as_sdt=5,50&sciodt=0,50&hl=en",55
Building a Discipline of Communication,Building a Discipline of Communication.,10.1111/j.1460-2466.1993.tb01279.x,1993,"https://scholar.google.com/scholar?cites=3547421545377726802&as_sdt=5,50&sciodt=0,50&hl=en",186
Perspectives on Communication,Perspectives on communication.,10.1111/j.1460-2466.1993.tb01280.x,1993,"https://scholar.google.com/scholar?cites=8147798316401222103&as_sdt=5,50&sciodt=0,50&hl=en",26
The Legitimacy Gap: A Problem of Mass Media Research in Europe and the United States,The Legitimacy Gap: A Problem of Mass Media Research in Europe and the United States.,10.1111/j.1460-2466.1993.tb01281.x,1993,"https://scholar.google.com/scholar?cites=11368572447967504638&as_sdt=5,50&sciodt=0,50&hl=en",25
The Advent of Multiple-Process Theories of Communication,The Advent of Multiple-Process Theories of Communication.,10.1111/j.1460-2466.1993.tb01282.x,1993,"https://scholar.google.com/scholar?cites=9723716943065788462&as_sdt=5,50&sciodt=0,50&hl=en",37
Communication and the New World of Relationships,Communication and the New World of Relationships.,10.1111/j.1460-2466.1993.tb01283.x,1993,"https://scholar.google.com/scholar?cites=10989490319122852644&as_sdt=5,50&sciodt=0,50&hl=en",22
Target Practice: A Batesonian “Field” Guide for Communication Studies,Target practice: A Batesonian “field” guide for communication studies,10.1111/j.1460-2466.1993.tb01284.x,1993,"https://scholar.google.com/scholar?cites=15902644911753107278&as_sdt=5,50&sciodt=0,50&hl=en",19
Harmonization of Systems: The Third Stage of the Information Society,Harmonization of systems: the third stage of the information society.,10.1111/j.1460-2466.1993.tb01285.x,1993,"https://scholar.google.com/scholar?cites=404127824831048072&as_sdt=5,50&sciodt=0,50&hl=en",71
Beyond the Culture Wars: An Agenda for Research on Communication and Culture,Beyond the culture wars: an agenda for research on communication and culture.,10.1111/j.1460-2466.1993.tb01286.x,1993,"https://scholar.google.com/scholar?cites=15029524155215111230&as_sdt=5,50&sciodt=0,50&hl=en",60
The Hierarchy of Institutional Values in the Communication Discipline,The Hierarchy of Institutional Values in the Communication Discipline.,10.1111/j.1460-2466.1993.tb01287.x,1993,"https://scholar.google.com/scholar?cites=102983329227379897&as_sdt=5,50&sciodt=0,50&hl=en",19
Argument for a Durkheimian Theory of the Communicative,Argument for a Durkheimian theory of the communicative,10.1111/j.1460-2466.1993.tb01288.x,1993,"https://scholar.google.com/scholar?cites=2187188960388814694&as_sdt=5,50&sciodt=0,50&hl=en",41
Implications of Public Relations for Other Domains of Communication,[PDF] Implications of public relations for other domains of communication,10.1111/j.1460-2466.1993.tb01289.x,1993,"https://scholar.google.com/scholar?cites=12549012989038099538&as_sdt=5,50&sciodt=0,50&hl=en",74
Making a Difference in the Real World,Making a Difference in the Real World.,10.1111/j.1460-2466.1993.tb01290.x,1993,"https://scholar.google.com/scholar?cites=16553665595036959610&as_sdt=5,50&sciodt=0,50&hl=en",22
A Policy Research Paradigm for the News Media and Democracy,A Policy Research Paradigm for the News Media and Democracy.,10.1111/j.1460-2466.1993.tb01291.x,1993,"https://scholar.google.com/scholar?cites=2863417364262892811&as_sdt=5,50&sciodt=0,50&hl=en",46
The Centrality of Media Economics,The Centrality of Media Economics.,10.1111/j.1460-2466.1993.tb01292.x,1993,"https://scholar.google.com/scholar?cites=8376718509897225801&as_sdt=5,50&sciodt=0,50&hl=en",78
Reconnecting Communications Studies with Communications Policy,Reconnecting Communications Studies with Communications Policy.,10.1111/j.1460-2466.1993.tb01293.x,1993,"https://scholar.google.com/scholar?cites=15109579485473518213&as_sdt=5,50&sciodt=0,50&hl=en",81
The Traditions of Communication Research and Their Implications for Telecommunications Study,The Traditions of Communication Research and Their Implications for Telecommunications Study.,10.1111/j.1460-2466.1993.tb01294.x,1993,"https://scholar.google.com/scholar?cites=11755088768656786508&as_sdt=5,50&sciodt=0,50&hl=en",29
Creating Imagined Communities: Development Communication and the Challenge of Feminism,Creating Imagined Communities: Development Communication and the Challenge of Feminism.,10.1111/j.1460-2466.1993.tb01295.x,1993,"https://scholar.google.com/scholar?cites=5090352372119992844&as_sdt=5,50&sciodt=0,50&hl=en",67
