,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction,,
5275,10.1093/hcre.12112+3.0,10.1093/hcre.12112,https://academic.oup.com/hcr/article/44/1/31/4760434,2018,To Walk a Mile in Someone Else’s Shoes: How Narratives Can Change Causal Attribution Through Story Exploration and Character Customization,Human Communication Research,3,3,Traci K Gillig,Traci,Gillig,"Annenberg School for Communication and Journalism ,  University of Southern California, Los Angeles, CA 90089 ,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Traci+Gillig,https://www.google.com/search?q=Traci+K+Gillig+annenberg+school+for+communication+and+journalism+university+of+southern+california+los+angeles+ca+usa,female,0.96,442,Low,Traci K Gillig,Traci,Gillig,"Annenberg School for Communication and Journalism ,  University of Southern California, Los Angeles, CA 90089 ,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Traci+Gillig,https://www.google.com/search?q=Traci+K+Gillig+annenberg+school+for+communication+and+journalism+university+of+southern+california+los+angeles+ca+usa,white,High,0.0072428067,0.026236111,0.02172244,0.9447987,0.9447987,0.026236111,0.9185626,annenberg school for communication and journalism university of southern california los angeles ca usa,"Annenberg School for Communication and Journalism ,  University of Southern California, Los Angeles, CA 90089 ,  USA",University of Southern California,Exact,https://ror.org/03taz7m60,R,F,0,1,
5266,10.1093/hcr/hqx008+4.0,10.1093/hcr/hqx008,https://academic.oup.com/hcr/article/44/2/197/4957051,2018,Perceptions of Social Media for Politics: Testing the Slacktivism Hypothesis,Human Communication Research,6,4,Dam Hee Kim,Dam,Kim,"Department of Communication Studies, University of Michigan, Ann Arbor, MI 48109, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dam+Kim,https://www.google.com/search?q=Dam+Hee+Kim+department+of+communication+studies+university+of+michigan+ann+arbor+mi+usa,male,0.93,3343,High,Dam Hee Kim,Dam,Kim,"Department of Communication Studies, University of Michigan, Ann Arbor, MI 48109, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dam+Kim,https://www.google.com/search?q=Dam+Hee+Kim+department+of+communication+studies+university+of+michigan+ann+arbor+mi+usa,api,High,0.9652774,0.0037862211,0.0057680253,0.025168424,0.9652774,0.025168424,0.94010895,department of communication studies university of michigan ann arbor mi usa,"Department of Communication Studies, University of Michigan, Ann Arbor, MI 48109, USA",University of Michigan–Ann Arbor,API_QUERY,https://ror.org/00jmfr291,R,F,2,2,
10843,10.1093/ccc/tcy011+1.0,10.1093/ccc/tcy011,https://academic.oup.com/ccc/article/11/3/341/5035433,2018,Reading the Black Woman’s Body Via Instagram Fame,"Communication, Culture and Critique",2,1,Erica B Edwards,Erica,Edwards,"Urban Child Study Center, Georgia State University, Atlanta, GA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erica+Edwards,https://www.google.com/search?q=Erica+B+Edwards+urban+child+study+center+georgia+state+university+atlanta+ga+usa,female,0.99,22048,High,Erica B Edwards,Erica,Edwards,"Urban Child Study Center, Georgia State University, Atlanta, GA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erica+Edwards,https://www.google.com/search?q=Erica+B+Edwards+urban+child+study+center+georgia+state+university+atlanta+ga+usa,white,Low,0.0035697287,0.36771822,0.02176497,0.60694706,0.60694706,0.36771822,0.23922884,urban child study center georgia state university atlanta ga usa,"Urban Child Study Center, Georgia State University, Atlanta, GA, USA",Georgia State University,Exact,https://ror.org/03qt6ba18,R,F,1,1,
5235,10.1093/hcr/hqy010+2.0,10.1093/hcr/hqy010,https://academic.oup.com/hcr/article/44/4/473/5060322,2018,Latino Adolescent Pursuit and Mother Inference of Language Brokering Interaction Goals with Adolescent Self-esteem Outcomes,Human Communication Research,2,2,Ningxin Wang,Ningxin,Wang,"Bloomsburg University of Pennsylvania, Bloomsburg, PA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ningxin+Wang,https://www.google.com/search?q=Ningxin+Wang+bloomsburg+university+of+pennsylvania+bloomsburg+pa+usa,female,1,3,Low,Ningxin Wang,Ningxin,Wang,"Bloomsburg University of Pennsylvania, Bloomsburg, PA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ningxin+Wang,https://www.google.com/search?q=Ningxin+Wang+bloomsburg+university+of+pennsylvania+bloomsburg+pa+usa,api,High,0.9580459,0.0065314737,0.0065565743,0.02886608,0.9580459,0.02886608,0.92917985,bloomsburg university of pennsylvania bloomsburg pa usa,"Bloomsburg University of Pennsylvania, Bloomsburg, PA, USA",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,F,2,1,
444,10.1093/joc/jqy056+3.0,10.1093/joc/jqy056,https://academic.oup.com/joc/article/68/6/1029/5146304,2018,Intergroup Contact in Deliberative Contexts: Evidence From Deliberative Polls,Journal of Communication,3,3,Robert C Luskin,Robert,Luskin,"Department of Government, University of Texas at Austin, Austin, TX, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Luskin,https://www.google.com/search?q=Robert+C+Luskin+department+of+government+university+of+texas+at+austin+austin+tx+usa,male,0.99,177418,High,Robert C Luskin,Robert,Luskin,"Department of Government, University of Texas at Austin, Austin, TX, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Luskin,https://www.google.com/search?q=Robert+C+Luskin+department+of+government+university+of+texas+at+austin+austin+tx+usa,white,High,0.012350346,0.113829724,0.045959476,0.82786053,0.82786053,0.113829724,0.7140308,department of government university of texas at austin austin tx usa,"Department of Government, University of Texas at Austin, Austin, TX, USA",The University of Texas at Austin,API_QUERY,https://ror.org/00hj54h04,R,M,0,1,
10869,10.1093/ccc/tcx005+1.0,10.1093/ccc/tcx005,https://academic.oup.com/ccc/article/11/1/21/4953072,2018,Why Populism is Troubling for Democratic Communication,"Communication, Culture and Critique",1,1,Silvio Waisbord,Silvio,Waisbord,"School of Media and Public Affairs, George Washington University, Washington DC, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Silvio+Waisbord,https://www.google.com/search?q=Silvio+Waisbord+school+of+media+and+public+affairs+george+washington+university+washington+dc+usa,male,0.99,14558,High,Silvio Waisbord,Silvio,Waisbord,"School of Media and Public Affairs, George Washington University, Washington DC, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Silvio+Waisbord,https://www.google.com/search?q=Silvio+Waisbord+school+of+media+and+public+affairs+george+washington+university+washington+dc+usa,white,High,0.0016517957,0.1704333,0.024467867,0.8034471,0.8034471,0.1704333,0.63301384,school of media and public affairs george washington university washington dc usa,"School of Media and Public Affairs, George Washington University, Washington DC, USA",George Washington University,Exact,https://ror.org/00y4zzh67,R,M,0,1,
10836,10.1093/ccc/tcy026+1.0,10.1093/ccc/tcy026,https://academic.oup.com/ccc/article/11/4/548/5112963,2018,Transnational Identities and Feeling in Fandom: Place and Embodiment in K-pop Fan Reaction Videos,"Communication, Culture and Critique",1,1,Anna Lee Swan,Anna,Swan,"Department of Communication, University of Washington, 2023 King Lane Northeast, Seattle, WA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anna+Swan,https://www.google.com/search?q=Anna+Lee+Swan+department+of+communication+university+of+washington+king+lane+northeast+seattle+wa+usa,female,0.98,383713,High,Anna Lee Swan,Anna,Swan,"Department of Communication, University of Washington, 2023 King Lane Northeast, Seattle, WA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anna+Swan,https://www.google.com/search?q=Anna+Lee+Swan+department+of+communication+university+of+washington+king+lane+northeast+seattle+wa+usa,white,Low,0.036304016,0.17048027,0.025192881,0.76802284,0.76802284,0.17048027,0.5975426,department of communication university of washington king lane northeast seattle wa usa,"Department of Communication, University of Washington, 2023 King Lane Northeast, Seattle, WA, USA",University of Washington,Exact,https://ror.org/00cvxb145,R,F,0,1,
529,10.1093/joc/jqx016+2.0,10.1093/joc/jqx016,https://academic.oup.com/joc/article/68/2/309/4958956,2018,Intergroup Communication: Identities and Effective Interactions,Journal of Communication,3,2,Bernadette M Watson,Bernadette,Watson,The Hong Kong Polytechnic University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bernadette+Watson,https://www.google.com/search?q=Bernadette+M+Watson+the+hong+kong+polytechnic+university,female,0.98,10625,High,Bernadette M Watson,Bernadette,Watson,The Hong Kong Polytechnic University,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bernadette+Watson,https://www.google.com/search?q=Bernadette+M+Watson+the+hong+kong+polytechnic+university,white,Low,0.009790905,0.27606764,0.022055108,0.69208634,0.69208634,0.27606764,0.4160187,the hong kong polytechnic university,The Hong Kong Polytechnic University,Hong Kong Polytechnic University,Exact,https://ror.org/0030zas98,R,F,0,1,
465,10.1093/joc/jqy043+1.0,10.1093/joc/jqy043,https://academic.oup.com/joc/article/68/5/872/5143217,2018,Network Neuroscience Reveals Distinct Neuromarkers of Flow During Media Use,Journal of Communication,3,1,Richard Huskey,Richard,Huskey,"Cognitive Communication Science Lab, School of Communication, The Ohio State University, Columbus, OH, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Huskey,https://www.google.com/search?q=Richard+Huskey+cognitive+communication+science+lab+school+of+communication+the+ohio+state+university+columbus+oh+usa,male,0.99,101928,High,Richard Huskey,Richard,Huskey,"Cognitive Communication Science Lab, School of Communication, The Ohio State University, Columbus, OH, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Richard+Huskey,https://www.google.com/search?q=Richard+Huskey+cognitive+communication+science+lab+school+of+communication+the+ohio+state+university+columbus+oh+usa,white,High,0.0051462054,0.031304013,0.026623774,0.93692607,0.93692607,0.031304013,0.90562207,cognitive communication science lab school of communication the ohio state university columbus oh usa,"Cognitive Communication Science Lab, School of Communication, The Ohio State University, Columbus, OH, USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,M,0,1,
5261,10.1093/hcr/hqx007+1.0,10.1093/hcr/hqx007,https://academic.oup.com/hcr/article/44/2/176/4837060,2018,Exemplar Effects on Public Opinion Perception and Attitudes: The Moderating Role of Exemplar Involvement,Human Communication Research,2,1,Thomas Zerback,Thomas,Zerback,"LMU Munich, Department of Communication Science and Media Research, 80538 Munich, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Zerback,https://www.google.com/search?q=Thomas+Zerback+lmu+munich+department+of+communication+science+and+media+research+munich+germany,male,0.99,176440,High,Thomas Zerback,Thomas,Zerback,"LMU Munich, Department of Communication Science and Media Research, 80538 Munich, Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Zerback,https://www.google.com/search?q=Thomas+Zerback+lmu+munich+department+of+communication+science+and+media+research+munich+germany,white,High,0.003904967,0.064876154,0.02593417,0.9052847,0.9052847,0.064876154,0.84040856,lmu munich department of communication science and media research munich germany,"LMU Munich, Department of Communication Science and Media Research, 80538 Munich, Germany",Data:Lab Munich (Germany),API_QUERY,https://ror.org/04jbk1p62,R,M,0,1,
10857,10.1093/ccc/tcy017+2.0,10.1093/ccc/tcy017,https://academic.oup.com/ccc/article/11/3/484/5062540,2018,Sexual Harassment in Media Education,"Communication, Culture and Critique",2,2,Linda Steiner,Linda,Steiner,"Philip Merrill College of Journalism, University of Maryland, College Park, MD, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Linda+Steiner,https://www.google.com/search?q=Linda+Steiner+philip+merrill+college+of+journalism+university+of+maryland+college+park+md+usa,female,0.98,99198,High,Linda Steiner,Linda,Steiner,"Philip Merrill College of Journalism, University of Maryland, College Park, MD, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Linda+Steiner,https://www.google.com/search?q=Linda+Steiner+philip+merrill+college+of+journalism+university+of+maryland+college+park+md+usa,white,High,0.007216723,0.023614049,0.019778207,0.94939107,0.94939107,0.023614049,0.925777,philip merrill college of journalism university of maryland college park md usa,"Philip Merrill College of Journalism, University of Maryland, College Park, MD, USA",University of Mary,Exact,https://ror.org/055f0jp24,R,F,0,2,
10881,10.1093/ccc/tcx019+1.0,10.1093/ccc/tcx019,https://academic.oup.com/ccc/article/11/1/162/4953077,2018,The Social Media Agon as Differencing Machine: A Materialist Feminist Perspective,"Communication, Culture and Critique",1,1,Carolyn Elerding,Carolyn,Elerding,"Communication Studies, The College of New Jersey, Ewing, NJ 08628, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carolyn+Elerding,https://www.google.com/search?q=Carolyn+Elerding+communication+studies+the+college+of+new+jersey+ewing+nj+usa,female,0.98,2993,High,Carolyn Elerding,Carolyn,Elerding,"Communication Studies, The College of New Jersey, Ewing, NJ 08628, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carolyn+Elerding,https://www.google.com/search?q=Carolyn+Elerding+communication+studies+the+college+of+new+jersey+ewing+nj+usa,white,High,0.0028996745,0.15406306,0.027681867,0.8153554,0.8153554,0.15406306,0.6612924,communication studies the college of new jersey ewing nj usa,"Communication Studies, The College of New Jersey, Ewing, NJ 08628, USA",College of New Jersey,Exact,https://ror.org/02nx5r318,R,N,0,1,
7866,10.1093/ct/qtx005+3.0,10.1093/ct/qtx005,https://academic.oup.com/ct/article/28/3/332/4972625,2018,Organizational Communication Design Logics: A Theory of Communicative Intervention and Collective Communication Design,Communication Theory,3,3,J Kevin Barge,Kevin,Barge,"Communication, Texas A&amp;M University, College Station, TX, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kevin+Barge,https://www.google.com/search?q=J+Kevin+Barge+communication+texas+a+amp+m+university+college+station+tx+usa,male,0.99,157365,High,J Kevin Barge,Kevin,Barge,"Communication, Texas A&amp;M University, College Station, TX, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kevin+Barge,https://www.google.com/search?q=J+Kevin+Barge+communication+texas+a+amp+m+university+college+station+tx+usa,white,High,0.020395752,0.06754902,0.04179372,0.8702615,0.8702615,0.06754902,0.80271244,communication texas a amp m university college station tx usa,"Communication, Texas A&amp;M University, College Station, TX, USA",Texas A&M University,API_QUERY,https://ror.org/01f5ytq51,R,M,0,1,
539,10.1093/joc/jqx022+1.0,10.1093/joc/jqx022,https://academic.oup.com/joc/article/68/2/369/4958962,2018,The Paradox of the Paradigm: An Important Gap in Media Effects Research,Journal of Communication,1,1,W Russell Neuman,Russell,Neuman,"Education, Communication &amp; Technology, Steinhardt, New York University, New York, NY 10003, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Russell+Neuman,https://www.google.com/search?q=W+Russell+Neuman+education+communication+amp+technology+steinhardt+new+york+university+new+york+ny+usa,male,0.98,5609,High,W Russell Neuman,Russell,Neuman,"Education, Communication &amp; Technology, Steinhardt, New York University, New York, NY 10003, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Russell+Neuman,https://www.google.com/search?q=W+Russell+Neuman+education+communication+amp+technology+steinhardt+new+york+university+new+york+ny+usa,white,High,0.0058665867,0.05915628,0.015584369,0.9193928,0.9193928,0.05915628,0.8602365,education communication amp technology steinhardt new york university new york ny usa,"Education, Communication &amp; Technology, Steinhardt, New York University, New York, NY 10003, USA",New York University,Exact,https://ror.org/0190ak572,R,M,0,1,
