journal,issueURL,volumn,issue,issueText,month,year,category,type,title,url,doi,pages,abstract,abstract_para_num,sci_hub
Journal of Communication,https://academic.oup.com/joc/issue/31/4?browseBy=volume,Volume 31,Issue 4,"Issue 4, December 1981, Pages 3–222",December,1981,Colloquy,M,Reporting science …informed citizeny,https://academic.oup.com/joc/article/31/4/221/4372046,10.1111/j.1460-2466.1981.tb00470.x,221–222,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00470.x
Journal of Communication,https://academic.oup.com/joc/issue/31/1?browseBy=volume,Volume 31,Issue 1,"Issue 1, March 1981, Pages 3–240",March,1981,Article,R,Cultural Dependency in Canada's Feature Film Industry,https://academic.oup.com/joc/article/31/1/48/4371912,10.1111/j.1460-2466.1981.tb01204.x,48–57,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01204.x
Journal of Communication,https://academic.oup.com/joc/issue/31/3?browseBy=volume,Volume 31,Issue 3,"Issue 3, September 1981, Pages 3–224",September,1981,Daytime Serial Drama: The Continuing Story,R,Sex on the Soap Operas: Afternoon Delight,https://academic.oup.com/joc/article/31/3/83/4371914,10.1111/j.1460-2466.1981.tb00430.x,83–89,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00430.x
Journal of Communication,https://academic.oup.com/joc/issue/31/4?browseBy=volume,Volume 31,Issue 4,"Issue 4, December 1981, Pages 3–222",December,1981,"The Press, the U.S., and UNESCO",R,The U.S. View of Belgrade,https://academic.oup.com/joc/article/31/4/142/4372029,10.1111/j.1460-2466.1981.tb00460.x,142–149,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00460.x
Journal of Communication,https://academic.oup.com/joc/issue/31/3?browseBy=volume,Volume 31,Issue 3,"Issue 3, September 1981, Pages 3–224",September,1981,Article,R,Communicating More than Content: Formal Features of Children's Television Programs,https://academic.oup.com/joc/article/31/3/32/4371871,10.1111/j.1460-2466.1981.tb00426.x,32–48,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00426.x
Journal of Communication,https://academic.oup.com/joc/issue/31/2?browseBy=volume,Volume 31,Issue 2,"Issue 2, June 1981, Pages 3–240",June,1981,"Science: News, Controversy, Drama",R,Media Coverage and Public Opinion on Scientific Controversies,https://academic.oup.com/joc/article/31/2/106/4371943,10.1111/j.1460-2466.1981.tb01234.x,106–115,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01234.x
Journal of Communication,https://academic.oup.com/joc/issue/31/2?browseBy=volume,Volume 31,Issue 2,"Issue 2, June 1981, Pages 3–240",June,1981,Briefly noted,M,Briefly noted,https://academic.oup.com/joc/article/31/2/239/4371995,10.1111/j.1460-2466.1981.tb01243.x,239–240,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01243.x
Journal of Communication,https://academic.oup.com/joc/issue/31/3?browseBy=volume,Volume 31,Issue 3,"Issue 3, September 1981, Pages 3–224",September,1981,The Living McLuhan,M,McLuhan and Rationality,https://academic.oup.com/joc/article/31/3/179/4372025,10.1111/j.1460-2466.1981.tb00441.x,179–188,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00441.x
Journal of Communication,https://academic.oup.com/joc/issue/31/1?browseBy=volume,Volume 31,Issue 1,"Issue 1, March 1981, Pages 3–240",March,1981,The Information Society,R,The Future of Telecommunications: A Delphi Survey,https://academic.oup.com/joc/article/31/1/177/4371985,10.1111/j.1460-2466.1981.tb01217.x,177–189,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01217.x
Journal of Communication,https://academic.oup.com/joc/issue/31/2?browseBy=volume,Volume 31,Issue 2,"Issue 2, June 1981, Pages 3–240",June,1981,"Science: News, Controversy, Drama",R,Blueprint for Breakdown: Three Mile Island and the Media Before the Accident,https://academic.oup.com/joc/article/31/2/116/4371954,10.1111/j.1460-2466.1981.tb01235.x,116–128,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01235.x
Journal of Communication,https://academic.oup.com/joc/issue/31/2?browseBy=volume,Volume 31,Issue 2,"Issue 2, June 1981, Pages 3–240",June,1981,"Science: News, Controversy, Drama",R,The Acquisition and Retention of Scientific Information,https://academic.oup.com/joc/article/31/2/178/4371982,10.1111/j.1460-2466.1981.tb01240.x,178–189,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01240.x
Journal of Communication,https://academic.oup.com/joc/issue/31/2?browseBy=volume,Volume 31,Issue 2,"Issue 2, June 1981, Pages 3–240",June,1981,"Science: News, Controversy, Drama",R,Scientific Information: A Review of Research,https://academic.oup.com/joc/article/31/2/84/4371930,10.1111/j.1460-2466.1981.tb01232.x,84–96,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01232.x
Journal of Communication,https://academic.oup.com/joc/issue/31/3?browseBy=volume,Volume 31,Issue 3,"Issue 3, September 1981, Pages 3–224",September,1981,The Living McLuhan,M,The Living McLuhan,https://academic.oup.com/joc/article/31/3/116/4371936,10.1111/j.1460-2466.1981.tb00434.x,116,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00434.x
Journal of Communication,https://academic.oup.com/joc/issue/31/4?browseBy=volume,Volume 31,Issue 4,"Issue 4, December 1981, Pages 3–222",December,1981,"The Press, the U.S., and UNESCO",R,Information in the Service of Progress,https://academic.oup.com/joc/article/31/4/118/4372015,10.1111/j.1460-2466.1981.tb00456.x,118–121,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00456.x
Journal of Communication,https://academic.oup.com/joc/issue/31/2?browseBy=volume,Volume 31,Issue 2,"Issue 2, June 1981, Pages 3–240",June,1981,Article,R,Japanese and Us. Media: Some Cross-Cultural Insights into TV Violence,https://academic.oup.com/joc/article/31/2/28/4371883,10.1111/j.1460-2466.1981.tb01225.x,28–36,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01225.x
Human Communication Research,https://academic.oup.com/hcr/issue/7/1?browseBy=volume,Volume 7,Issue 1,"Issue 1, September 1980, Pages 3–96",September,1980,Article,R,On Communication Rules from A Social Perspective,https://academic.oup.com/hcr/article/7/1/37/4055998,10.1111/j.1468-2958.1980.tb00549.x,37–51,"The paper addresses some of the assumptions and criticisms of rule-governed approaches to interpersonal communication research and theory. A definition of rules is first outlined which does not require sole reliance on interpersonal actors’ statements about their behavior or assumptions of communicator self-awareness. Then the paper addresses the intercultural and developmental criticisms directed by Miller (1978) against rules studies. With regard to the former, it is suggested that communications researchers account for (1) the behavior patterns of individuals interacting intraculturally, (2) the culturally patterned attitudes and behavior manifest in intercultural exchanges, and (3) the rule-governed strategies for negotiation. While the paper does not deny the existence of some idiosyncratic behavior, it is suggested that researchers consider rules-based concomitants of relationship developments which are socially patterned in lieu of focusing on relationship-specific (unique) behavior.",1,https://sci-hub.se/10.1111/j.1468-2958.1980.tb00549.x
Journal of Communication,https://academic.oup.com/joc/issue/30/3?browseBy=volume,Volume 30,Issue 3,"Issue 3, September 1980, Pages 3–240",September,1980,Critical TV Viewing,R,Developing a Curriculum for Teenagers,https://academic.oup.com/joc/article/30/3/119/4371947,10.1111/j.1460-2466.1980.tb01998.x,119–125,,,https://sci-hub.se/10.1111/j.1460-2466.1980.tb01998.x
Human Communication Research,https://academic.oup.com/hcr/issue/6/3?browseBy=volume,Volume 6,Issue 3,"Issue 3, March 1980, Pages 195–284",March,1980,Articles,R,Components in Listening Behavior: The Role of Short-Term Memory,https://academic.oup.com/hcr/article/6/3/221/4626847,10.1111/j.1468-2958.1980.tb00142.x,221–227,"Three measures of listening—short-term (STL), short-term listening with rehearsal (STL-R), and lecture comprehension—were compared with other scores of general mental ability and classroom performance scores. The listening measures were significantly different from each other in relation to ACT composite scores. Short-term listening related most closely to oral performance whereas lecture comprehension did so to general mental ability and written examination scores. Listening behavior seems not to be a singular skill but a very complex process.",1,https://sci-hub.se/10.1111/j.1468-2958.1980.tb00142.x
Journal of Communication,https://academic.oup.com/joc/issue/30/2?browseBy=volume,Volume 30,Issue 2,"Issue 2, June 1980, Pages 3–240",June,1980,Economic Trends in the Print Industry,R,"Conglomeration, Concentration, and the Media",https://academic.oup.com/joc/article/30/2/59/4371876,10.1111/j.1460-2466.1980.tb01966.x,59–64,,,https://sci-hub.se/10.1111/j.1460-2466.1980.tb01966.x
Journal of Communication,https://academic.oup.com/joc/issue/30/2?browseBy=volume,Volume 30,Issue 2,"Issue 2, June 1980, Pages 3–240",June,1980,Strategies of Deception,R,Communicative Competency among Poker Players,https://academic.oup.com/joc/article/30/2/113/4371900,10.1111/j.1460-2466.1980.tb01973.x,113–120,,,https://sci-hub.se/10.1111/j.1460-2466.1980.tb01973.x
Journal of Communication,https://academic.oup.com/joc/issue/30/4?browseBy=volume,Volume 30,Issue 4,"Issue 4, December 1980, Pages 3–221",December,1980,Article,R,Programming for Development in Indonesia,https://academic.oup.com/joc/article/30/4/50/4371884,10.1111/j.1460-2466.1980.tb02015.x,50–57,,,https://sci-hub.se/10.1111/j.1460-2466.1980.tb02015.x
Human Communication Research,https://academic.oup.com/hcr/issue/6/4?browseBy=volume,Volume 6,Issue 4,"Issue 4, June 1980, Pages 289–377",June,1980,Articles,R,"Tv, Peer, and Parent Models for pro- and Antisocial Conflict Behaviors",https://academic.oup.com/hcr/article/6/4/340/4626741,10.1111/j.1468-2958.1980.tb00155.x,340–351,"This study focused on the influence of mediated and unmediated models on the decision of adolescents to employ both pro- and antisocial modes of conflict resolution. Adolescents indicated how likely they would use four antisocial modes (verbal aggression, physical aggression, regression, and revenge) and one prosocial mode to resolve two conflicts. Their responses were correlated with four television viewing clusters (ABC crime/adventure, CBS crime/adventure, situation comedy, and nonpolice/adventure), the perceived likelihood that peers would employ the modes and the perceived likelihood that parents would employ the modes to discipline them. The television viewing clusters were inconsistent predictors of the adolescent use of the modes. The best predictor of adolescent use of the modes was perceived peer use followed by perceived parental use. Both mediated and unmediated influences produced significant multiple correlations and explained 34% to 48% of the variance in the adolescent use of the modes.",1,https://sci-hub.se/10.1111/j.1468-2958.1980.tb00155.x
Journal of Communication,https://academic.oup.com/joc/issue/30/2?browseBy=volume,Volume 30,Issue 2,"Issue 2, June 1980, Pages 3–240",June,1980,Article,R,Communication us Complement in Development,https://academic.oup.com/joc/article/30/2/10/4371837,10.1111/j.1460-2466.1980.tb01961.x,10–24,,,https://sci-hub.se/10.1111/j.1460-2466.1980.tb01961.x
Journal of Communication,https://academic.oup.com/joc/issue/30/3?browseBy=volume,Volume 30,Issue 3,"Issue 3, September 1980, Pages 3–240",September,1980,Critical TV Viewing,R,The Theoretical Lineage of Critical Viewing Curricula,https://academic.oup.com/joc/article/30/3/64/4371907,10.1111/j.1460-2466.1980.tb01993.x,64–70,,,https://sci-hub.se/10.1111/j.1460-2466.1980.tb01993.x
Human Communication Research,https://academic.oup.com/hcr/issue/7/1?browseBy=volume,Volume 7,Issue 1,"Issue 1, September 1980, Pages 3–96",September,1980,Article,R,Situational Influences on the Selection of Strategies to Resist Compliance-Gaining Attempts,https://academic.oup.com/hcr/article/7/1/14/4055997,10.1111/j.1468-2958.1980.tb00548.x,14–36,"This study investigated the effects of situational variables on the likelihood of use of four types of strategies to resist compliance-gaining attempts: identity managing, negotiation, justifying, and non-negotiation. Subjects rated strategies on the probability that they would actually use them to resist complying in each of eight situations, which varied systematically in the level of agent-target intimacy, the consequences to the target-agent relationship of noncompliance, and the rights of the target to resist. Significant second-order interactions of the situational factors were obtained for the likelihood of use of each of the four types of strategies. Resistance message selection was concluded to be based upon an assessment of the relative risk associated with the implementation of a given strategy in conjunction with a particular combination of situational constraints.",1,https://sci-hub.se/10.1111/j.1468-2958.1980.tb00548.x
