year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
2017,Journal of Communication,2,US,F,White,Education
2017,Journal of Communication,3,MX,F,Hispanic,Education
2017,Journal of Communication,4,ES,F,Hispanic,Education
2017,Journal of Communication,5,CN,M,White,Education
2017,Journal of Communication,6,PL,F,White,Education
2017,Journal of Communication,7,FI,F,White,Education
2017,Journal of Communication,8,DE,F,White,Education
2017,Journal of Communication,9,SG,M,Asian,Education
2017,Journal of Communication,10,CN,F,Asian,Education
2017,Journal of Communication,1,DE,M,White,Education
2017,Journal of Communication,2,DE,M,White,Education
2017,Journal of Communication,3,CH,M,White,Education
2017,Journal of Communication,4,CH,F,White,Education
2017,Journal of Communication,5,CH,F,White,Education
2017,Journal of Communication,6,CH,M,White,Education
2017,Journal of Communication,7,CH,M,White,Education
2017,Journal of Communication,1,DE,M,White,Education
2017,Journal of Communication,2,DE,M,White,Education
2017,Journal of Communication,1,BE,F,White,Education
2017,Journal of Communication,2,NL,F,White,Education
2017,Journal of Communication,1,ES,M,Hispanic,Education
2017,Journal of Communication,2,AU,M,White,Education
2017,Journal of Communication,1,US,M,White,Education
2017,Journal of Communication,1,US,F,White,Education
2017,Journal of Communication,2,US,F,White,Education
2017,Journal of Communication,1,US,N,White,Education
2017,Journal of Communication,1,AU,M,Asian,Education
2017,Journal of Communication,1,SE,F,White,Education
2017,Journal of Communication,2,SE,M,White,Education
2017,Journal of Communication,1,IL,M,White,Education
2017,Journal of Communication,2,IL,M,White,Education
2017,Journal of Communication,1,NL,F,White,Education
2017,Journal of Communication,2,NL,F,White,Education
2017,Journal of Communication,3,NL,F,White,Education
2017,Journal of Communication,4,NL,F,White,Education
2017,Journal of Communication,1,CL,M,Hispanic,Education
2017,Journal of Communication,2,CL,F,Hispanic,Education
2017,Journal of Communication,3,CL,F,Hispanic,Education
2017,Journal of Communication,1,US,M,White,Education
2017,Journal of Communication,2,US,F,White,Education
2017,Journal of Communication,1,GB,M,White,Education
2017,Journal of Communication,2,GB,M,White,Education
2017,Journal of Communication,1,US,F,Asian,Education
2017,Journal of Communication,2,US,M,White,Education
2017,Journal of Communication,1,US,M,White,Education
2017,Journal of Communication,2,US,M,White,Education
2017,Journal of Communication,1,AT,F,White,Education
2017,Journal of Communication,2,NL,M,White,Education
2017,Journal of Communication,1,US,F,White,Education
2017,Journal of Communication,2,US,M,Asian,Education
2017,Journal of Communication,1,US,F,White,Education
2017,Journal of Communication,2,US,F,White,Education
2017,Journal of Communication,1,AT,F,White,Education
2017,Journal of Communication,2,AT,M,White,Education
2017,Journal of Communication,3,AT,M,White,Education
2017,Journal of Communication,1,US,M,White,Education
2017,Journal of Communication,2,GB,M,White,Education
2017,Journal of Communication,1,US,F,White,Education
2017,Journal of Communication,2,ES,M,Hispanic,Education
2017,Journal of Communication,3,US,F,Black,Education
2017,Journal of Communication,4,US,M,Hispanic,Education
2017,Journal of Communication,1,US,F,White,Education
2017,Journal of Communication,2,US,M,Black,Education
2017,Journal of Communication,1,US,F,Asian,Education
2017,Journal of Communication,2,US,M,White,Education
2017,Journal of Communication,1,US,M,White,Education
2017,Journal of Communication,1,US,M,White,Education
2017,Journal of Communication,2,US,M,White,Education
2017,Journal of Communication,1,GB,F,White,Education
2017,Journal of Communication,2,GB,F,White,Education
2017,Journal of Communication,1,IL,F,White,Education
2017,Journal of Communication,2,IL,F,White,Education
2017,Journal of Communication,1,US,F,White,Education
2017,Journal of Communication,2,US,F,Asian,Education
2017,Journal of Communication,1,US,F,Asian,Education
2017,Journal of Communication,2,US,F,White,Education
2017,Journal of Communication,1,AT,M,Asian,Education
2017,Journal of Communication,2,AT,M,White,Education
2017,Journal of Communication,1,US,M,White,Education
2017,Journal of Communication,1,IL,M,White,Education
2017,Journal of Communication,2,IL,F,White,Education
2017,Journal of Communication,1,TR,M,White,Education
2017,Journal of Communication,2,US,F,White,Education
2017,Journal of Communication,3,TR,F,White,Education
2017,Journal of Communication,1,US,F,White,Education
2017,Journal of Communication,2,US,M,White,Education
2017,Journal of Communication,1,GB,F,White,Education
2017,Journal of Communication,2,IS,M,White,Education
2017,Journal of Communication,3,GB,F,White,Education
2017,Journal of Communication,4,ES,M,Hispanic,Education
2017,Journal of Communication,5,GB,M,White,Education
2017,Journal of Communication,6,NL,M,White,Education
2017,Journal of Communication,1,US,M,White,Education
2017,Journal of Communication,2,US,F,White,Education
2017,Journal of Communication,3,US,F,White,Education
2017,Journal of Communication,4,FI,F,White,Education
2017,Journal of Communication,5,US,F,White,Education
2017,Journal of Communication,6,US,M,White,Education
2017,Journal of Communication,1,US,M,White,Education
2017,Journal of Communication,2,US,F,White,Education
2017,Journal of Communication,3,US,M,White,Education
2017,Journal of Communication,4,US,M,Hispanic,Education
2017,Journal of Communication,5,US,M,White,Education
2017,Journal of Communication,6,US,M,Asian,Education
2017,Journal of Communication,7,US,F,White,Education
2017,Journal of Communication,8,PH,F,White,Education
2017,Journal of Communication,9,US,M,Middle Eastern,Education
2017,Journal of Communication,10,US,M,White,Education
2016,Journal of Communication,1,US,M,White,Education
2016,Journal of Communication,1,IL,F,Middle Eastern,Education
2016,Journal of Communication,2,IL,M,White,Education
2016,Journal of Communication,3,IL,F,White,Education
2016,Journal of Communication,4,IL,F,White,Education
2016,Journal of Communication,1,US,M,White,Education
2016,Journal of Communication,2,US,F,Middle Eastern,Education
2016,Journal of Communication,3,US,F,Asian,Education
2016,Journal of Communication,1,GB,F,White,Education
2016,Journal of Communication,2,GB,M,Asian,Education
2016,Journal of Communication,3,GB,F,White,Education
2016,Journal of Communication,4,PH,M,Asian,Education
2016,Journal of Communication,1,US,F,Asian,Education
2016,Journal of Communication,2,US,M,Asian,Education
2016,Journal of Communication,3,US,M,White,Education
2016,Journal of Communication,1,DE,M,White,Education
2016,Journal of Communication,2,US,M,Hispanic,Education
2016,Journal of Communication,3,NO,M,White,Education
2016,Journal of Communication,4,DE,M,White,Education
2016,Journal of Communication,5,BE,M,White,Non Education
2016,Journal of Communication,1,NL,F,White,Education
2016,Journal of Communication,2,NL,M,White,Education
2016,Journal of Communication,1,DE,M,White,Education
2016,Journal of Communication,2,DE,F,White,Education
2016,Journal of Communication,3,DE,F,White,Education
2016,Journal of Communication,1,DE,F,White,Education
2016,Journal of Communication,2,US,F,White,Education
2016,Journal of Communication,3,DE,M,White,Education
2016,Journal of Communication,4,DE,F,White,Education
2016,Journal of Communication,5,DE,F,White,Education
2016,Journal of Communication,6,DE,F,White,Education
2016,Journal of Communication,1,US,M,Hispanic,Education
2016,Journal of Communication,2,CA,M,White,Education
2016,Journal of Communication,3,CA,F,White,Non Education
2016,Journal of Communication,1,US,M,White,Education
2016,Journal of Communication,1,NL,F,White,Education
2016,Journal of Communication,2,NL,F,White,Education
2016,Journal of Communication,3,NL,F,White,Education
2016,Journal of Communication,4,NL,M,White,Education
2016,Journal of Communication,1,SG,M,White,Education
2016,Journal of Communication,2,SG,F,Asian,Education
2016,Journal of Communication,1,US,M,White,Education
2016,Journal of Communication,2,MX,F,Hispanic,Education
2016,Journal of Communication,1,CL,F,Hispanic,Education
2016,Journal of Communication,2,CL,M,Hispanic,Education
2016,Journal of Communication,3,CL,M,Hispanic,Education
2016,Journal of Communication,1,US,F,White,Education
2016,Journal of Communication,1,US,F,White,Education
2016,Journal of Communication,2,US,F,White,Education
2016,Journal of Communication,3,US,F,White,Education
2016,Journal of Communication,4,US,M,White,Education
2016,Journal of Communication,1,GB,M,White,Education
2016,Journal of Communication,1,US,F,Middle Eastern,Education
2016,Journal of Communication,2,US,F,Asian,Education
2016,Journal of Communication,3,US,F,Asian,Education
2016,Journal of Communication,1,DE,M,White,Education
2016,Journal of Communication,1,IL,F,White,Education
2016,Journal of Communication,2,IL,M,Asian,Education
2016,Journal of Communication,1,DE,M,White,Education
2016,Journal of Communication,2,US,F,White,Education
2016,Journal of Communication,3,US,M,White,Education
2016,Journal of Communication,1,US,F,Asian,Education
2016,Journal of Communication,2,US,M,Asian,Education
2016,Journal of Communication,1,US,F,White,Education
2016,Journal of Communication,2,LV,M,Asian,Education
2016,Journal of Communication,1,US,F,Asian,Education
2016,Journal of Communication,2,AU,F,White,Non Education
2016,Journal of Communication,3,US,F,White,Education
2016,Journal of Communication,4,US,M,White,Non Education
2016,Journal of Communication,5,US,F,White,Education
2016,Journal of Communication,6,US,F,Asian,Education
2016,Journal of Communication,7,US,M,White,Education
2016,Journal of Communication,1,NL,M,White,Education
2016,Journal of Communication,2,US,M,White,Education
2016,Journal of Communication,3,US,M,White,Education
2016,Journal of Communication,4,US,M,White,Education
2016,Journal of Communication,1,BE,M,White,Education
2016,Journal of Communication,2,BE,M,White,Education
2016,Journal of Communication,1,US,M,White,Education
2016,Journal of Communication,1,US,F,White,Education
2016,Journal of Communication,2,US,F,White,Education
2016,Journal of Communication,1,GB,M,White,Education
2016,Journal of Communication,1,US,M,White,Education
2016,Journal of Communication,1,US,F,White,Education
2016,Journal of Communication,2,US,F,White,Education
2016,Journal of Communication,1,US,F,White,Education
2016,Journal of Communication,2,US,F,Hispanic,Education
2016,Journal of Communication,1,NL,M,White,Education
2016,Journal of Communication,1,GB,M,White,Education
2016,Journal of Communication,2,GB,F,White,Education
2016,Journal of Communication,1,US,F,White,Education
2016,Journal of Communication,1,PH,F,Asian,Education
2016,Journal of Communication,1,DE,M,White,Education
2016,Journal of Communication,2,DE,M,White,Education
2016,Journal of Communication,3,DE,F,White,Education
2016,Journal of Communication,1,AT,M,White,Non Education
2016,Journal of Communication,2,CH,M,White,Education
2016,Journal of Communication,1,DE,M,White,Education
2016,Journal of Communication,1,US,F,White,Education
2016,Journal of Communication,1,LB,M,White,Education
2016,Journal of Communication,1,GB,F,White,Education
2016,Journal of Communication,1,US,F,White,Education
2016,Journal of Communication,1,US,M,White,Education
2016,Journal of Communication,2,US,M,White,Education
2016,Journal of Communication,3,GB,M,White,Education
2016,Journal of Communication,1,IL,M,White,Education
2016,Journal of Communication,2,IL,F,White,Education
2016,Journal of Communication,1,US,M,Asian,Education
2016,Journal of Communication,2,PH,M,White,Education
2016,Journal of Communication,1,US,M,White,Education
2016,Journal of Communication,2,US,M,Asian,Education
2016,Journal of Communication,3,US,F,White,Education
2015,Journal of Communication,1,US,M,White,Education
2015,Journal of Communication,2,IL,F,White,Education
2015,Journal of Communication,1,CN,F,White,Education
