doi,url,title,journal,authorName,gscholarLink,firstName,gender,gender_prob,gender_basedon,genderAgree,gender_api,gender_accu,gender_samples,lastName,race,affiliation,ror_affname,ror_id,ror_afftype,us_state,ror_country
10.1111/j.1083-6101.2012.01572.x,https://academic.oup.com/jcmc/article/17/3/247/4067660,A Multimodal Framework for Analyzing Websites as Cultural Expressions,Journal of Computer-Mediated Communication,Luc Pauwels,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Luc+Pauwels,Luc,male,0.97,26405,True,male,97,18065,Pauwels,white,"1 Department of Communication Studies, University of Antwerp, Belgium",University of Antwerp,https://ror.org/008x57b05,Education,,BE
10.1111/j.1460-2466.2008.00398.x,https://academic.oup.com/joc/article/58/3/530/4098393,The Influence of Race in Police–Civilian Interactions: A Content Analysis of Videotaped Interactions Taken During Cincinnati Police Traffic Stops,Journal of Communication,Kristin L. Drogos,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristin+Drogos,Kristin,female,0.93,6934,True,female,98,9818,Drogos,white,"1 Department of Communication, University of Illinois at Urbana–Champaign, IL 61801",University of Illinois Urbana-Champaign,https://ror.org/047426m28,Education,,US
10.1111/jcom.12187,https://academic.oup.com/joc/article/65/6/1041/4082352,"Dual Screening the Political: Media Events, Social Media, and Citizen Engagement",Journal of Communication,Andrew Chadwick,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andrew+Chadwick,Andrew,male,0.99,60301,True,male,99,82448,Chadwick,white,"1 Department of Politics and International Relations, Royal Holloway, University of London, Surrey, TW20 0EX, UK",Royal Holloway University of London,https://ror.org/04g2vpn86,Education,Surrey,GB
10.1093/jcmc/zmz024,https://academic.oup.com/jcmc/article/25/1/44/5709591,Computer-Mediated Communication in the Age of Communication Visibility,Journal of Computer-Mediated Communication,Paul M Leonardi,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Leonardi,Paul,male,0.99,148099,True,male,99,140849,Leonardi,white,"Technology Management Program, University of California , Santa Barbara, Phelps Hall, Santa Barbara, CA 93106–5129,  USA","University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1093/joc/jqy002,https://academic.oup.com/joc/article/68/2/318/4958971,"Mediating Neoliberal Capitalism: Affect, Subjectivity and Inequality",Journal of Communication,Akane Kanai,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Akane+Kanai,Akane,female,0.94,611,True,female,94,331,Kanai,Asian,"School of Media, Film and Journalism, Monash University, Victoria, Australia",Danish School of Media and Journalism,https://ror.org/044rdrs62,Education,,DK
10.1093/jcmc/zmy020,https://academic.oup.com/jcmc/article/23/6/370/5140170,"Understanding the Effects of Personalization as a Privacy Calculus: Analyzing Self-Disclosure Across Health, News, and Commerce Contexts†",Journal of Computer-Mediated Communication,Nadine Bol,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nadine+Bol,Nadine,female,0.98,55786,True,female,98,31627,Bol,white,"Amsterdam School of Communication Research/ASCoR, University of Amsterdam, Amsterdam, Amsterdam, The Netherlands",University of Amsterdam,https://ror.org/04dkp9463,Education,Noord-Holland,NL
10.1111/j.1468-2958.2005.tb00866.x,https://academic.oup.com/hcr/article/31/1/102/4336802,Communication and Understanding in Parent–Adolescent Relationships,Human Communication Research,Mary Anne Fitzpatrick,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Fitzpatrick,Mary,female,0.99,142684,True,female,98,76726,Fitzpatrick,white,3 University of Wisconsin,University of Wisconsin System,https://ror.org/03ydkyb10,Education,Wisconsin,US
10.1111/hcre.12032,https://academic.oup.com/hcr/article/40/4/442/4093736,Expertise in Deception Detection Involves Actively Prompting Diagnostic Information Rather than Passive Behavioral Observation,Human Communication Research,J. Pete Blair,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Blair,J.,,0,0,False,male,82,2236,Blair,white,"3 School of Criminal Justice, Texas State University, San Marcos, TX, USA,","California State University, San Marcos",https://ror.org/01j8e0j24,Education,California,US
10.1093/ccc/tcab058,https://academic.oup.com/ccc/article/14/4/687/6372792,Mentoring at the Boundary: Interdisciplinarity and the International Student of Color in Communication,"Communication, Culture and Critique",Madhavi Murty,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Madhavi+Murty,Madhavi,female,0.96,120,True,female,98,833,Murty,white,"Feminist Studies, University of California , Santa Cruz 95064,  USA","University of California, Santa Cruz",https://ror.org/03s65by71,Education,California,US
10.1111/j.1468-2885.2004.tb00303.x,https://academic.oup.com/ct/article/14/1/51/4110795,Corporate Issues Campaigns: Six Theoretical Approaches,Communication Theory,Janet A. Bridges,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Janet+Bridges,Janet,female,0.98,15602,True,female,98,16535,Bridges,white,"1 Janet A. Bridges (PhD, Michigan State University) is a professor and Board of Regents Support Fund Professor of Communication at the University of Louisiana at Lafayette.",University of Louisiana at Lafayette,https://ror.org/01x8rc503,Education,Louisiana,US
10.1111/j.1468-2958.2008.01337.x,https://academic.oup.com/hcr/article/35/1/28/4107444,The Role of Lad Magazines in Priming Men’s Chronic and Temporary Appearance-Related Schemata: An Investigation of Longitudinal and Experimental Findings,Human Communication Research,Jennifer Stevens Aubrey,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jennifer+Aubrey,Jennifer,female,0.98,90255,True,female,98,88317,Aubrey,white,"1 Department of Communication, University of Missouri, Columbia, MO 65209",University of Missouri,https://ror.org/02ymw8z06,Education,Missouri,US
10.1111/j.1460-2466.1973.tb00951.x,https://academic.oup.com/joc/article/23/3/315/4553571,Information Utilization and Personality1,Journal of Communication,Jerome B. Kernan,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jerome+Kernan,Jerome,male,0.99,55481,True,male,99,35619,Kernan,white,,,,,,
10.1111/hcre.12046,https://academic.oup.com/hcr/article/41/2/155/4064418,Violent Movies and Severe Acts of Violence: Sensationalism versus Science,Human Communication Research,Charlotte N. Markey,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charlotte+Markey,Charlotte,female,0.97,37761,True,female,96,27559,Markey,white,"2 Department of Psychology, Rutgers University, Camden, NJ 08102, USA,","Rutgers, The State University of New Jersey",https://ror.org/05vt9qd57,Education,New Jersey,US
10.1111/j.1468-2958.2006.00001.x,https://academic.oup.com/hcr/article/32/1/1/4210712,Socially Optimized Learning in a Virtual Environment: Reducing Risky Sexual Behavior Among Men Who Have Sex With Men,Human Communication Research,Ada Lauren,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ada+Lauren,Ada,female,0.79,21023,True,female,91,16633,Lauren,white,"1 Department of Psychology, University of Southern California, Los Angeles, CA 90089-1061","University of California, Los Angeles",https://ror.org/046rm7j60,Education,,US
10.1111/j.1460-2466.1977.tb02142.x,https://academic.oup.com/joc/article/27/3/154/4553979,Socialization: Some Basic Issues,Journal of Communication,Brenda J. Bredemeier,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brenda+Bredemeier,Brenda,female,0.99,23113,True,female,98,22551,Bredemeier,white,2 Brenda J. Bredemeier is a doctoral student in Physical Education at Temple University,Temple University,https://ror.org/00kx1jb78,Education,Pennsylvania,US
10.1111/j.1468-2958.2011.01414.x,https://academic.oup.com/hcr/article/37/4/553/4107528,Confirmation in Couples' Communication About Weight Management: an Analysis of How Both Partners Contribute to Individuals' Health Behaviors and Conversational Outcomes,Human Communication Research,Charee Mooney Thompson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Charee+Thompson,Charee,female,0.73,30,True,female,74,46,Thompson,white,"1 Department of Communication Studies, University of Texas at Austin, TX 78712-0115, USA",The University of Texas at Austin,https://ror.org/00hj54h04,Education,,US
10.1111/jcom.12055,https://academic.oup.com/joc/article/63/5/807/4085965,To Your Health: Self-Regulation of Health Behavior Through Selective Exposure to Online Health Messages,Journal of Communication,Silvia Knobloch-Westerwick,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Silvia+Knobloch-Westerwick,Silvia,female,0.99,120107,True,female,98,61342,Knobloch-Westerwick,white,"1 School of Communication, The Ohio State University, Columbus, OH, 43210, USA",The Ohio State University,https://ror.org/00rs6vg23,Education,Ohio,US
10.1111/j.1468-2958.2009.01369.x,https://academic.oup.com/hcr/article/36/1/82/4107481,(In)accuracy at Detecting True and False Confessions and Denials: An Initial Test of a Projected Motive Model of Veracity Judgments,Human Communication Research,J. Pete Blair,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Blair,J.,,0,0,False,male,82,2236,Blair,white,"2 Department of Criminal Justice, Texas State University, San Marcos, TX 78666, USA","California State University, San Marcos",https://ror.org/01j8e0j24,Education,California,US
10.1111/j.1460-2466.1993.tb01310.x,https://academic.oup.com/joc/article/43/4/105/4160185,Rethinking Political Economy: Change and Continuity,Journal of Communication,Janet Wasko,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Janet+Wasko,Janet,female,0.98,15602,True,female,98,16535,Wasko,white,3  Janet Wasko is an associate professor at the School of Journalism and Communication at the University of Oregon.,Ghana Institute of Journalism,https://ror.org/03f6z9r32,Education,,GH
10.1093/joc/jqz023,https://academic.oup.com/joc/article/69/4/345/5547032,Brevity is the Soul of Twitter: The Constraint Affordance and Political Discussion,Journal of Communication,Yphtach Lelkes,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yphtach+Lelkes,Yphtach,,0,0,False,unknown,0,0,Lelkes,hispanic,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA,  USA",School District of Philadelphia,https://ror.org/035z3t173,Education,Pennsylvania,US
10.1093/jcmc/zmz013,https://academic.oup.com/jcmc/article/24/5/259/5583692,Digital Communication Media Use and Psychological Well-Being: A Meta-Analysis,Journal of Computer-Mediated Communication,Dong Liu,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dong+Liu,Dong,male,0.92,3611,True,male,87,2212,Liu,Asian,"Department of Communication,  Renmin University of China , Beijing,  China",Renmin University of China,https://ror.org/041pakw92,Education,Beijing,CN
10.1111/j.1468-2885.2006.00003.x,https://academic.oup.com/ct/article/16/1/7/4098646,"Social Identity, Self-Categorization, and the Communication of Group Norms",Communication Theory,Scott A. Reid,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Scott+Reid,Scott,male,0.99,31815,True,male,100,48262,Reid,white,"2 Department of Communication, University of California, Santa Barbara, CA 93106-4020","University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1111/j.1460-2466.1980.tb01987.x,https://academic.oup.com/joc/article/30/3/10/4371855,The “Mainstreaming” of America: Violence Profile No. 11,Journal of Communication,Nancy Signorielli,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nancy+Signorielli,Nancy,female,0.98,42623,True,female,98,35222,Signorielli,white,"1 Are members of the Cultural Indicators research team at The Annenberg School of Communications, University of Pennsylvania",Hospital of the University of Pennsylvania,https://ror.org/02917wp91,Healthcare,Pennsylvania,US
10.1111/j.1460-2466.1978.tb01580.x,https://academic.oup.com/joc/article/28/1/159/4371803,Women as TV Experts: The Voice of Authority?,Journal of Communication,Elizabeth Leader,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elizabeth+Leader,Elizabeth,female,0.99,31288,True,female,99,44677,Leader,white,"1 Jeanne Marecek, Elizabeth C. Krogh, and Elizabeth Leader are from Swarthmore College",The Peter and Elizabeth C. Tower Foundation,https://ror.org/01p3c7261,Nonprofit,New York,US
10.1111/j.1460-2466.1982.tb00494.x,https://academic.oup.com/joc/article/32/2/46/4372050,Teaching Television: A Curriculum for Young Children,Journal of Communication,Wanda Rapaczynski,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wanda+Rapaczynski,Wanda,female,0.95,5056,True,female,92,5594,Rapaczynski,white,"1 Wanda Rapaczynski, Dorothy G. Singer, and Jerome L. Singer are at the Family Television Research and Consultation Center, Yale University",Singer (United States),https://ror.org/017qqw141,Company,Tennessee,US
10.1111/j.1460-2466.1976.tb01958.x,https://academic.oup.com/joc/article/26/4/193/4553897,A Scale for Sexism,Journal of Communication,Robert Parker Hawkins,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Hawkins,Robert,male,0.99,177418,True,male,99,145540,Hawkins,white,2 Robert Parker Hawkins is an Assistant Professor at the Mass Communication Research Center,Indian Institute of Mass Communication,https://ror.org/046xn0c82,Education,,IN
10.1111/jcom.12205,https://academic.oup.com/joc/article/66/3/475/4070491,“How Negative Becomes Less Negative”: Understanding the Effects of Comment Valence and Response Sidedness in Social Media,Journal of Communication,Hyejoon Rim,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hyejoon+Rim,Hyejoon,female,0.63,8,False,male,67,3,Rim,white,"1 School of Journalism and Mass Communication, University of Minnesota, Minneapolis, MN 55406, USA",Indian Institute of Mass Communication,https://ror.org/046xn0c82,Education,,IN
10.1111/jcom.12113,https://academic.oup.com/joc/article/64/5/895/4086041,"Nate Silver and Campaign 2012: Sport, the Statistical Frame, and the Rhetoric of Electoral Forecasting",Journal of Communication,Michael L. Butterworth,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Butterworth,Michael,male,0.99,245870,True,male,99,211741,Butterworth,white,"1 School of Communication Studies, Ohio University, Athens, OH, 45701, USA",American School of Classical Studies at Athens,https://ror.org/05kwk4552,Education,,GR
10.1111/j.1460-2466.1962.tb01546.x,https://academic.oup.com/joc/article/12/3/194/4587404,"Other Places, Other Times",Journal of Communication,J. Harold Janis,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=J.+Janis,J.,,0,0,False,male,82,2236,Janis,white,1 Material for this section should be submitted to the Liaison Editor,FIT to be a MOM,https://ror.org/04se1ts23,,Illinois,US
10.1111/j.1460-2466.1987.tb00978.x,https://academic.oup.com/joc/article/37/1/190/4282989,The Struggle for Autonomy,Journal of Communication,Patrick Daley,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patrick+Daley,Patrick,male,0.99,153288,True,male,99,118290,Daley,white,1 University of Alaska/Fairbanks,University of Alaska Fairbanks,https://ror.org/01j7nq853,Education,,US
