doi,url,title,journal,datePublished,authorName,numberOfAuthors,authorPosition,affiliation,firstName,lastName,gender,gender_prob,gender_basedon,gscholarLink
10.1093/ct/qty021,https://academic.oup.com/ct/article/29/1/46/5074546,From Frontier to Field: Old and New Theoretical Directions in Mobile Communication Studies,Communication Theory,2018-08-15,Scott W Campbell,1.0,1.0,"Department of Communication Studies, University of Michigan, Ann Arbor, MI, USA",Scott,Campbell,male,0.99,31815,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Scott+Campbell
10.1111/j.1460-2466.1970.tb00895.x,https://academic.oup.com/joc/article/20/4/370/4560840,Police Image: An Exploratory Study,Journal of Communication,2006-02-07,Gustav W. Friedrich,2.0,2.0,"2 Gustav W. Friedrich (Ph.D., University of Kansas, 1968) is Assistant Professor of Communication at Purdue University and a Senior Staff Member of the Communication Research Center, with primary interests in Interpersonal communication and communication Education",Gustav,Friedrich,male,0.98,2901,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gustav+Friedrich
10.1111/comt.12103,https://academic.oup.com/ct/article/27/2/176/4061237,Theoretical Approaches to Normativity in Communication Research,Communication Theory,2016-11-21,Claudia Auer,3.0,2.0,"1 Institute of Media and Communication Science, Technische Universität Ilmenau, Germany",Claudia,Auer,female,0.98,118604,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Claudia+Auer
10.1111/j.1460-2466.1981.tb01233.x,https://academic.oup.com/joc/article/31/2/97/4371939,"Innovation in the Movies, 1939–1976",Journal of Communication,2006-02-07,Heather Tully,2.0,2.0,2 Heather Tully is a doctoral student in psychology at Syracuse University,Heather,Tully,female,0.98,6049,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Heather+Tully
10.1093/ct/qtz009,https://academic.oup.com/ct/article/30/3/310/5490484,Communication and (Un)Inspired Terror: Toward a Theory of Phatic Violence,Communication Theory,2019-05-16,Piotr M Szpunar,1.0,1.0,"Department of Communication, University at Albany , Albany, NY,  USA",Piotr,Szpunar,male,1,88789,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Piotr+Szpunar
10.1111/j.1460-2466.1974.tb00397.x,https://academic.oup.com/joc/article/24/3/112/4553651,Video Support in the Criminal Courts,Journal of Communication,2006-02-07,Francis J. Taillefer,4.0,1.0,1 National Center for State Courts,Francis,Taillefer,male,0.94,38777,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Francis+Taillefer
10.1111/j.1460-2466.1973.tb00952.x,https://academic.oup.com/joc/article/23/3/328/4553575,Optimal Heterophily and Communication Effectiveness: Some Empirical Findings,Journal of Communication,2006-02-07,W. Thomas Anderson,2.0,2.0,,W.,Anderson,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=W.+Anderson
10.1111/jcom.12042,https://academic.oup.com/joc/article/63/4/661/4085980,The Relationship Between Message Recall and Persuasion: More Complex Than It Seems*,Journal of Communication,2013-06-17,Christopher J. Carpenter,2.0,1.0,"1 Department of Communication, Western Illinois University, Macomb, IL, 61455, USA",Christopher,Carpenter,male,0.99,53539,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christopher+Carpenter
10.1093/hcr/hqy012,https://academic.oup.com/hcr/article/45/1/27/5113026,The Consequences of Forced Versus Selected Political Media Exposure,Human Communication Research,2018-10-01,Bruce Bimber,4.0,4.0,"Department of Political Science, University of California, Santa Barbara, CA, USA",Bruce,Bimber,male,0.98,10698,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bruce+Bimber
10.1093/hcr/hqy002,https://academic.oup.com/hcr/article/44/3/299/4956830,"Comparing Mediational Pathways for Narrative- and Argument-Based Messages: Believability, Counterarguing, and Emotional Reaction†",Human Communication Research,2018-03-30,Nick Carcioppolo,5.0,4.0,"Department of Communication Studies, University of Miami, Coral Gables, FL, USA",Nick,Carcioppolo,male,0.98,46290,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nick+Carcioppolo
10.1111/j.1753-9137.2012.01150.x,https://academic.oup.com/ccc/article/6/1/161/4054456,"Our Home Is Here: History, Memory, and Identity in the Museum of Chinese in America","Communication, Culture and Critique",2013-02-19,Le Han,1.0,1.0,"1 Annenberg School for Communication, University of Pennsylvania, Philadelphia, PA, 19104, USA",Le,Han,male,0.79,23550,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Le+Han
10.1111/j.1460-2466.1976.tb01358.x,https://academic.oup.com/joc/article/26/1/58/4553713,The Cultural Deficit in Broadcasting,Journal of Communication,2006-02-07,Louis B. Schwartz,1.0,1.0,"1 Louis B. Schwartz is a Benjamin Franklin Professor of Law. University of Pennsylvania Law School. Charles I. Cogut and Terrence M. Finn, then students in Law and Communications at the University of Pennsylvania, made the Philadelphia survey referred to in this article, as well as other substantial contributions to the analysis",Louis,Schwartz,male,0.97,26805,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Louis+Schwartz
10.1111/hcre.12063,https://academic.oup.com/hcr/article/42/1/21/4067693,Parasocial Interaction and Parasocial Relationship: Conceptual Clarification and a Critical Assessment of Measures,Human Communication Research,2016-01-01,Jayson L. Dibble,3.0,1.0,"1 Department of Communication, Hope College, Holland, MI, 49423, USA,",Jayson,Dibble,male,0.99,3877,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jayson+Dibble
10.1093/jcmc/zmab001,https://academic.oup.com/jcmc/article/26/3/167/6290666,Linguistic Accommodation Enhances Compliance to Charity Donation: The Role of Interpersonal Communication Processes in Mediated Compliance-Gaining Conversations,Journal of Computer-Mediated Communication,2021-06-01,Nicholas A Palomares,4.0,4.0,"Department of Communication Studies, University of Texas at Austin , TX 78712,  USA",Nicholas,Palomares,male,0.99,16755,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicholas+Palomares
10.1111/j.1468-2958.2005.tb00868.x,https://academic.oup.com/hcr/article/31/1/162/4331550,"What Produces Television Attention and Attention Style? Genre, Situation, and Individual Differences as Predictors",Human Communication Research,2006-01-10,Prathana Kannaovakun,11.0,10.0,6 Prince of Songkla University,Prathana,Kannaovakun,female,0.85,20,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Prathana+Kannaovakun
10.1111/jcom.12327,https://academic.oup.com/joc/article/67/5/733/4642137,Still an Agenda Setter: Traditional News Media and Public Opinion during the Transition from Low to High Choice Media Environments,Journal of Communication,2017-09-05,Monika Djerf-Pierre,2.0,1.0,"1 Department of Journalism, Media and Communication, University of Gothenburg, Gothenburg, Sweden   2 Department of Journalism, Media and Communication, Monash University, Melbourne, Australia",Monika,Djerf-Pierre,female,0.98,148481,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Monika+Djerf-Pierre
10.1111/j.1460-2466.1981.tb00449.x,https://academic.oup.com/joc/article/31/4/42/4371973,The Role of Family Communication in Consumer Learning,Journal of Communication,2006-02-07,George P. Moschis,2.0,2.0,"1 Roy L. Moore is Assistant Professor of Journalism and George P. Moschis is Associate Professor of Marketing, both at Georgia State University, Atlanta. The study reported here was partially funded by the Georgia State University Urban Life Center and the College of Business Administration",George,Moschis,male,0.98,65488,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=George+Moschis
10.1111/j.1460-2466.1979.tb01708.x,https://academic.oup.com/joc/article/29/3/21/4371646,Black English on Black Situation Comedies,Journal of Communication,2006-02-07,Gary Eckles,3.0,3.0,"1 Are doctoral candidates in the Department of Communication Studies, University of Massachusetts, Amherst",Gary,Eckles,male,0.99,29381,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gary+Eckles
10.1111/j.1460-2466.1968.tb00064.x,https://academic.oup.com/joc/article/18/2/131/4560950,Information and Rational Choice,Journal of Communication,2006-02-07,Vincent E. Cangelosi,3.0,1.0,"1 Vincent E. Cangelosi is Professor of Business Statistics at Louisiana State University. Research for this paper was initiated while he was a visiting research professor at the University of California, Irvine. His Ph.D. degree in economics is from the University of Arkansas. As a National Science Foundation Faculty-Science Fellow, he did postdoctoral study and research at the Graduate School of Industrial Administration, Carnegie Institute of Technology, in the quantitative and behavioral sciences. The author's recent research has been in organizational and individual learning. He has been on the faculties of the University of Arkansas and the University of Texas. He is on the editorial advisory staff of the Southwestern Social Science Quarterly. His latest book is Compound Statements and Mathematical Logic published by Charles Merrill in 1967. He is also co-editor of Merrill's Mathematics and Quantitative Methods Series",Vincent,Cangelosi,male,0.99,79107,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Vincent+Cangelosi
10.1111/jcc4.12177,https://academic.oup.com/jcmc/article/21/6/420/4161795,Interacting Socially with the Internet of Things (IoT): Effects of Source Attribution and Specialization in Human–IoT Interaction,Journal of Computer-Mediated Communication,2016-10-20,Ki Joon Kim,1.0,1.0,"1 Department of Media and Communication, City University of Hong Kong, M5084 Run Run Shaw Creative Media Centre, 18 Tat Hong Avenue, Kowloon, Hong Kong",Ki,Kim,male,0.72,2222,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ki+Kim
10.1111/j.1468-2958.2006.00277.x,https://academic.oup.com/hcr/article/32/3/302/4002798,A Longitudinal Social Relations Analysis of Participation in Small Groups,Human Communication Research,2006-07-01,Joseph A. Bonito,1.0,1.0,"1 Department of Communication, University of Arizona, Tucson, AZ 85721",Joseph,Bonito,male,0.99,60259,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Bonito
10.1111/j.1460-2466.2010.01528.x,https://academic.oup.com/joc/article/61/1/94/4098559,Soliciting Accounts With Why-Interrogatives in Conversation,Journal of Communication,2011-02-01,Galina B. Bolden,2.0,1.0,"1 Department of Communication, Rutgers University, New Brunswick, NJ 08901, USA",Galina,Bolden,female,0.99,7539,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Galina+Bolden
10.1111/jcc4.12067,https://academic.oup.com/jcmc/article/19/3/358/4067518,More Than Friends: Popularity on Facebook and its Role in Impression Formation*,Journal of Computer-Mediated Communication,2014-04-01,Graham G Scott,1.0,1.0,"1 Division of Psychology, School of Social Sciences, University of the West of Scotland, Paisley Campus, Paisley, UK, PA1 2BE",Graham,Scott,male,0.99,8693,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Graham+Scott
10.1111/j.1460-2466.2003.tb02917.x,https://academic.oup.com/joc/article/53/4/676/4102966,Social Cues and Impression Formation in CMC,Journal of Communication,2006-01-10,Martin Tanis,2.0,1.0,"1 Martin Tanis teaches at the Amsterdam School of Communications Research, University of Amsterdam",Martin,Tanis,male,0.98,180687,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Martin+Tanis
10.1111/j.1460-2466.1984.tb03000.x,https://academic.oup.com/joc/article/34/1/240/4265592,More on therapeutic journalism,Journal of Communication,2006-02-07,John P. Ferre,2.0,2.0,"2 University of Illinois, Urbana-Champaign",John,Ferre,male,0.99,218952,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Ferre
10.1111/j.1460-2466.1969.tb00855.x,https://academic.oup.com/joc/article/19/4/325/4560880,Monotic vs. Diotic Presentation of Dichotic Speeded Speech,Journal of Communication,2006-02-07,Sanford E. Gerber,1.0,1.0,"1 Sanford E. Gerber is Associate Professor of Speech and director of Audiology at the Speech and Hearing Center of the University of California, Santa Barbara. Previously, he was head of speech and hearing research for the Hughes Aircraft Company. Mr. Gerber has a Ph.D. from the University of Southern California. He was a contributor to the Journal of Communication special issue on compressed speech in 1963. Mr. Gerber's main research interests are in speech perception and psychoacoustics. He also is doing work in pediatric audiology",Sanford,Gerber,male,0.99,92,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sanford+Gerber
10.1111/j.1460-2466.1982.tb02507.x,https://academic.oup.com/joc/article/32/3/148/4372084,Patterns of Turn-Taking and Alliance Formation in Family Communication,Journal of Communication,2006-02-07,Thomas C. Todd,3.0,3.0,"3 Thomas C. Todd is Chief Psychologist, Harlem Valley Psychiatric Center, Wingdale, New York, and a consulting research psychologist at the Philadelphia Child Guidance Clinic",Thomas,Todd,male,0.99,176440,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+Todd
10.1111/j.1083-6101.2007.00331.x,https://academic.oup.com/jcmc/article/12/2/412/4582994,Using Peer Feedback to Enhance the Quality of Student Online Postings: An Exploratory Study,Journal of Computer-Mediated Communication,2007-01-01,Patrick Connolly,8.0,5.0,2 Computer Graphics Technology Purdue University,Patrick,Connolly,male,0.99,153288,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Patrick+Connolly
10.1111/j.1460-2466.1954.tb00236.x,https://academic.oup.com/joc/article/4/3/94/4070453,The Critical Importance of Communication in General Education,Journal of Communication,2006-02-07,C. Merton Babcock,1.0,1.0,"1 Department of Written and Spoken English, Michigan State College, East Lansing, Michigan.",C.,Babcock,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=C.+Babcock
10.1111/j.1083-6101.1996.tb00179.x,https://academic.oup.com/jcmc/article/2/1/JCMC215/4584324,Ruling Commerce in the Networld[1],Journal of Computer-Mediated Communication,1996-06-01,Debora Spar,2.0,1.0,1 Harvard Business School,Debora,Spar,female,0.99,18192,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Debora+Spar
10.1111/j.1460-2466.1990.tb02247.x,https://academic.oup.com/joc/article/40/1/9/4210527,Is It Lonely at the Top?: Career Success and Personal Relationships,Journal of Communication,2006-02-07,Michael E. Roloff,4.0,2.0,"2 both in the Department of Communication Studies, Northwestern University",Michael,Roloff,male,0.99,245870,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Roloff
10.1111/j.1468-2958.1992.tb00570.x,https://academic.oup.com/hcr/article/18/4/500/4575813,Language Attitudes and Cognitive Mediation,Human Communication Research,2006-03-17,Jim Harriman,5.0,4.0,4 Psychology at the University of Bristol,Jim,Harriman,male,0.98,26900,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jim+Harriman
10.1111/j.1460-2466.2007.00339.x,https://academic.oup.com/joc/article/57/2/183/4102686,The Case for Caring Colearners: The Effects of a Computer-Mediated Colearner Agent on Trust and Learning,Journal of Communication,2006-03-10,Scott Brenner Brave,6.0,3.0,"2 Baynote Inc., Cupertino, CA 95014",Scott,Brave,male,0.99,31815,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Scott+Brave
10.1093/joc/jqx002,https://academic.oup.com/joc/article/68/1/194/4915318,Dirty Workers’ Management of Hidden Emotions: Selling Intimacy and Seeking Social Support through the Shroud of Secrecy,Journal of Communication,2018-02-28,Sarah Jane Blithe,3.0,2.0,"Department of Communication Studies, University of Nevada, Reno, NV 89557-0229 ,  USA",Sarah,Blithe,female,0.98,174584,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sarah+Blithe
10.1111/j.1460-2466.1954.tb00222.x,https://academic.oup.com/joc/article/4/2/45/4609509,Continuous Speech Education in Industry,Journal of Communication,2006-02-07,George L. Hinds,1.0,1.0,"1 Director, Adult Education Programs in Speech, Wayne University, Detroit, Michigan",George,Hinds,male,0.98,65488,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=George+Hinds
