authorIndex,doi,year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
305,rcemfgtduqhxwehztren,1956,Journal of Communication,1.0,US,M,White,Education
306,clnbjhfifbqumutxxlfg,2006,Journal of Communication,2.0,US,M,White,Education
307,alzmmnunbeoodruvfqgq,1987,Human Communication Research,2.0,US,F,White,Education
308,kktzdpdeufsoskunvydn,2021,Human Communication Research,5.0,DE,F,White,Education
309,mvgamcmoudpzrkszazwr,1999,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
310,mfwhzcatqqrvdlglywwl,2012,Journal of Communication,2.0,US,F,White,Education
311,vviixygtxpxfbcmpiabe,1979,Human Communication Research,1.0,US,M,White,Education
312,jcwzfxfcrowgthfftyin,2021,Journal of Computer-Mediated Communication,1.0,US,F,Asian,Education
313,jfetbhsfzsguvwpdosbv,2020,Human Communication Research,1.0,US,F,White,Education
314,afoneyjeteaqtskyhvbr,2014,Journal of Communication,1.0,NL,F,White,Education
315,xqurpdlqcadyztzvaunj,1977,Journal of Communication,2.0,BE,M,White,Education
316,iytyesfgroihoztvlhdy,2014,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
317,iukqrszgdqtmhqwvzbgk,2012,Journal of Communication,5.0,US,M,White,Education
318,yhhnclhguitpzgbqzwpx,2015,Communication Theory,2.0,US,F,White,Education
319,njcwavkwouritudklglx,1996,Journal of Communication,1.0,US,M,White,Education
320,laxpfmuczyissmvumygc,2014,Journal of Computer-Mediated Communication,8.0,US,F,White,Education
321,nlechzcjmqxiupkegjem,2017,Human Communication Research,1.0,SG,M,White,Education
322,qkwfaqobzjsibyhobecv,1980,Journal of Communication,1.0,US,M,White,Education
323,muccbyexdtqxyudayyjn,1980,Journal of Communication,2.0,US,M,White,Education
324,htbyejjgohxhvowplxbt,2021,Human Communication Research,4.0,NL,M,White,Education
325,jprhgnigglmeliibynwk,2013,Journal of Communication,4.0,US,M,White,Education
326,dbrvcyvdtilzxcvjmxnt,2012,Communication Theory,1.0,US,F,Hispanic,Education
327,rcnjiaorfjtrppwgvopo,2020,Journal of Communication,2.0,US,F,Black,Education
328,llkthgzvsrzumzxzfhtp,2019,Journal of Communication,2.0,JP,M,White,Education
329,hlpkxufyzsirhcezciab,2013,Journal of Communication,3.0,NL,M,White,Education
330,ucsmwkbijwjvyakfgjya,2012,Journal of Computer-Mediated Communication,1.0,US,M,Asian,Education
331,ssxcpszrvzzwesgoucje,1959,Journal of Communication,1.0,US,F,White,Education
332,abuqbqzrmamoyiyqdunb,2010,"Communication, Culture and Critique",1.0,US,F,White,Education
333,gigaonuznqedrkppwoph,2014,Human Communication Research,3.0,NZ,M,White,Education
334,phoxiyjawxafdfodycbu,1980,Journal of Communication,1.0,CA,M,White,Non Education
335,eaflubnjfrahataqzetc,2019,Human Communication Research,1.0,US,M,Asian,Education
336,hamcmzyknadspcrrsogx,1985,Human Communication Research,1.0,US,M,White,Education
337,lhhctwozbepaoicsfjcm,2018,Journal of Communication,2.0,GB,F,Hispanic,Education
338,sqmbsalyxtyskzeqhjwb,1986,Journal of Communication,1.0,US,F,White,Education
339,qoygmwfucabqzxichqzz,2004,Journal of Communication,1.0,US,M,White,Education
340,rptwhpekqcpqombuyhts,1980,Journal of Communication,1.0,US,M,White,Non Education
341,rkiectswilaocepuyxfc,2004,Journal of Computer-Mediated Communication,4.0,US,F,White,Education
342,jwyvmsuawmssfwhojzus,1993,Journal of Communication,3.0,US,F,White,Education
343,tuskebperlqwqrbpjdlc,1997,Journal of Computer-Mediated Communication,3.0,IL,F,Asian,Education
344,qypfyirqdpbkoxgggnzu,1995,Communication Theory,1.0,US,M,White,Education
345,zbjspmpfaefcdosoxzvq,2013,Journal of Computer-Mediated Communication,1.0,SG,M,Asian,Non Education
346,tbrkdsvottebxeruofxl,1991,Human Communication Research,4.0,US,F,White,Education
347,iasfvfgsddgtolyudbti,2009,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
348,udosjgpvszinngrtjppc,1977,Journal of Communication,2.0,US,M,White,Education
349,tompkycnxijitcifjazu,2008,Human Communication Research,4.0,US,F,Asian,Education
350,tfjqvkwdvbpxffouozhy,1981,Human Communication Research,3.0,US,M,White,Education
351,zcnpyxdbvtpfdkaatucm,2015,"Communication, Culture and Critique",1.0,US,F,White,Education
352,thdssyasklsniwmohnws,2012,Journal of Communication,1.0,US,F,Asian,Education
353,cudiemqjdxilxhtpfqec,1975,Journal of Communication,1.0,US,F,White,Education
354,ryxwlvxnfnqpzwinlmrs,2007,Journal of Computer-Mediated Communication,1.0,IN,M,White,Non Education
355,ulcepdmtgdysejbxcvxv,2009,Journal of Computer-Mediated Communication,2.0,NL,M,White,Education
356,mfepesiyxhteibqvjigs,2013,Journal of Computer-Mediated Communication,3.0,US,F,White,Education
357,kpneaqhtvaopkuirkqxh,2009,Journal of Computer-Mediated Communication,1.0,CN,M,Asian,Education
358,egzzkmlyocwtzzavsnwo,2020,Communication Theory,1.0,AU,M,White,Education
359,tszogaqpfapvdkqnuvdb,2021,Communication Theory,2.0,US,M,White,Education
360,uydvlwrqxtfrhsoufvyx,1962,Journal of Communication,1.0,GB,M,White,Education
361,yuflsudhvivibtixvjnp,2013,Journal of Communication,2.0,US,F,White,Education
362,mudlzcjjypyslodgwtbk,2018,Human Communication Research,1.0,US,F,Asian,Education
363,jnqrpfgjutqhuuxsyloz,2010,Journal of Communication,2.0,SG,F,Asian,Education
364,zuebyyjaobkipxpdxxuf,2011,Journal of Communication,2.0,US,M,White,Education
365,bakgfzkhvkyjxdcmfbjl,2018,Journal of Computer-Mediated Communication,6.0,NL,F,White,Education
366,jgiaqwyasvuqdzpzqbhe,1989,Human Communication Research,2.0,US,M,White,Education
367,ujtljtjwbfgdmjidgtgd,1984,Human Communication Research,3.0,US,M,White,Education
368,hfwyhaegawoljsjvhegh,2009,"Communication, Culture and Critique",1.0,US,F,White,Education
369,xnerhwchftwrcykhyedd,2011,"Communication, Culture and Critique",1.0,US,F,White,Education
370,umprwpcxdpeksrswpmhg,2016,Journal of Communication,1.0,US,F,Asian,Education
371,jiabktrhzejnwlwemycc,1993,Journal of Communication,1.0,JP,M,Asian,Education
372,cnqswzlbfesxvowdmhth,2017,Journal of Computer-Mediated Communication,3.0,GB,M,Hispanic,Education
373,tirczgcqtzlcvoahsczj,1989,Journal of Communication,2.0,CA,M,White,Education
374,acrbuobdpesaummrhgqk,1970,Journal of Communication,1.0,US,M,White,Education
375,lnvsrgcmkfcccqzqxfaq,1996,Journal of Communication,1.0,US,F,White,Education
376,oxyzdrdgpljiivrlcdrm,2004,Journal of Communication,1.0,US,F,White,Education
377,wnxcdyijqmvebufhlvdd,2012,Journal of Communication,3.0,NL,M,White,Education
378,xhurqtzvudfeaozrngnr,2014,Journal of Computer-Mediated Communication,1.0,NL,M,White,Education
379,ubsbksdqbjmcpccigjib,1952,Journal of Communication,2.0,US,M,White,Non Education
380,wxjtwkiulzhhddiaixtu,1981,Journal of Communication,1.0,US,M,White,Education
381,cmpapanuqzfmzinqklbg,1981,Journal of Communication,2.0,US,F,White,Education
382,nwpnpmzsjctywvsojick,2019,Journal of Communication,2.0,US,M,Middle Eastern,Education
383,tobxufkuhxqqzsxdrqbm,1974,Human Communication Research,1.0,US,M,Black,Education
384,buigcmgwprhhfcgwlqgc,1989,Journal of Communication,1.0,US,M,White,Education
385,jvcgocipcazpyfrjqtsr,2013,Journal of Communication,4.0,US,F,White,Education
386,pgvzfeprqwmpsvcvwpxk,1979,Journal of Communication,2.0,US,F,White,Education
387,bxnjhozvrwauqorqkpmi,1981,Journal of Communication,2.0,US,M,White,Education
388,aitidunfmbdoueqdmtao,2001,Human Communication Research,2.0,US,F,White,Non Education
389,peiqkavnsnmeeclgponb,2007,Communication Theory,1.0,US,M,White,Education
390,uehvzrpculafkipqorts,2015,Communication Theory,2.0,US,F,White,Education
391,ddxuodryopmfrkgvcvpp,2008,Communication Theory,2.0,KR,F,Asian,Education
392,pmidouxbngpbretdssns,1995,Journal of Communication,2.0,US,M,White,Education
393,vnqjrqzffiaeidwfkujm,1998,Journal of Communication,2.0,US,F,White,Education
394,jgpuznqktmkugdrdpafg,1985,Human Communication Research,2.0,US,M,Asian,Education
395,zwnplfbjonrfrlqdufrh,2012,Human Communication Research,1.0,GB,F,Hispanic,Education
396,geqdcmxmlffqgamaqdmb,1981,Journal of Communication,1.0,US,M,White,Education
397,wfabxqjtvbhyqzouyktw,2018,Journal of Computer-Mediated Communication,2.0,KR,M,Asian,Non Education
398,aeqqjoelocpgfrkhosly,2011,Human Communication Research,1.0,KR,M,Asian,Education
399,bhuyjltpnqaglsmzcicm,1997,Communication Theory,1.0,US,M,White,Education
400,bmczpfdcrgtvqkhibqyp,2007,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
401,nuuihfgeyihcoavnulhb,2020,Human Communication Research,1.0,US,M,Asian,Education
402,pokcvkkzgmequowkmeuq,1996,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
403,pukawnpwjcxymwjdzhqm,1975,Journal of Communication,1.0,US,M,White,Education
404,pxelbcwhfurxxbiyzwvc,2020,Communication Theory,1.0,US,M,White,Education
405,zatlvanmobulistjvmmw,2010,Journal of Communication,2.0,US,M,White,Education
406,lpqkkwbfcfxalheikudu,1979,Human Communication Research,1.0,US,M,White,Education
407,bdwmbqbougvizadnixyy,2009,Human Communication Research,2.0,US,F,White,Education
408,uvfvlcmlgepoicghinlo,2002,Human Communication Research,1.0,US,M,White,Education
409,jworgzgmwadlktdhjgic,2013,"Communication, Culture and Critique",1.0,US,M,White,Education
410,srbnopyacjqljblkyqub,1992,Journal of Communication,1.0,PL,M,White,Education
411,axboczgkamjvnezwddlu,2010,"Communication, Culture and Critique",1.0,US,F,White,Education
412,hvtviavszlifiwodmvlw,1975,Journal of Communication,1.0,US,M,White,Education
413,dphhnebdiahlgldkrote,1982,Journal of Communication,1.0,US,M,White,Education
414,vphyijbvjzcqlobxgyvy,1995,Communication Theory,1.0,US,F,White,Education
415,yeknrcjycxfrtcxoteqt,2016,Journal of Communication,1.0,NL,M,White,Education
416,fkyvjmxzklkipfdenhsi,1980,Journal of Communication,2.0,US,F,White,Education
417,gdnvxbmxzburuacomape,2017,"Communication, Culture and Critique",1.0,US,F,White,Education
418,czlrseafaloeuzgwpche,1988,Human Communication Research,1.0,CN,M,Asian,Education
419,fbzzijyejgihguqdfzwd,2018,"Communication, Culture and Critique",1.0,US,M,White,Education
420,jeswhflwwhavtjefawwo,2002,Journal of Communication,3.0,TW,F,White,Education
421,nujgcqdarwtpinvvkjmw,2016,Journal of Computer-Mediated Communication,3.0,US,F,White,Education
422,qdkjxmyfobeqkqqqfhrd,1999,Journal of Communication,1.0,US,M,White,Education
423,cxlyecofnimftengluxp,2015,Communication Theory,1.0,CA,F,White,Education
424,jgczhlnlvqhoertbnmgk,1977,Journal of Communication,2.0,US,M,White,Education
425,kgozvjoauszudebtgzlb,2014,Journal of Communication,1.0,DE,M,White,Education
426,ubvqbqzfstbsmpujalmw,2019,Journal of Communication,1.0,US,M,White,Education
427,aybtltkjgmxmqaangifr,1972,Journal of Communication,3.0,US,F,White,Education
428,vjbsohaqturkqixjiqyz,2009,Journal of Computer-Mediated Communication,1.0,EE,F,White,Education
429,lfwmpkdovlqdxtluskvs,2009,Journal of Computer-Mediated Communication,1.0,US,M,Hispanic,Education
430,ewikowpdpqnjpzotptmn,2004,Journal of Computer-Mediated Communication,1.0,US,F,Asian,Education
431,qngzpdkjkgimakkegrst,1995,Journal of Communication,1.0,US,F,White,Education
432,gtnnmrnqykuzaalxmebz,1970,Journal of Communication,2.0,US,M,White,Education
433,xmshteydmxdsckhidvzl,2009,"Communication, Culture and Critique",1.0,US,M,Black,Education
434,cgtyysupfpbqzgnpvivs,2012,Journal of Communication,1.0,US,F,White,Education
435,rkkkbwpyhvhuaqjficic,1977,Journal of Communication,2.0,US,F,White,Non Education
436,snfhnkdsrigzxvbmqttp,2021,Journal of Communication,4.0,US,M,White,Education
437,xhldvnqprnaieebbhkzh,2015,Journal of Communication,1.0,US,F,White,Education
438,qgmvbfbecswigawwckpf,2008,Communication Theory,1.0,US,F,White,Education
439,gzgwvzaqrunfmalazbef,2019,Journal of Communication,1.0,NL,M,White,Education
440,qbagjnbtyjuirorrtovj,1996,Journal of Communication,2.0,US,M,White,Education
441,ftxdahjgxhhhktemnwof,1983,Journal of Communication,1.0,US,M,White,Education
442,nnrgknamkhojftwvbvmr,1974,Human Communication Research,1.0,US,M,White,Education
443,bmtbbyucofygyimwybsg,1982,Human Communication Research,1.0,US,M,White,Education
444,zwfzkjplxuvsqtqvihqq,2008,"Communication, Culture and Critique",1.0,GB,F,White,Education
445,dfeizmjisrytphcqmjih,1983,Human Communication Research,2.0,IL,F,White,Education
446,zxtviocqarpdxstvvucb,1983,Journal of Communication,2.0,US,F,White,Education
447,lryfsexbkzecobvwqced,2004,Communication Theory,2.0,US,M,White,Education
448,tnhujkzlxkpufmszqfus,1976,Journal of Communication,1.0,CH,F,White,Non Education
449,uwjzznwailybaqxqozop,2007,Human Communication Research,2.0,IL,F,White,Education
450,zqlngmhnzinnivnjjufa,2006,Journal of Communication,1.0,US,M,White,Education
451,litrejinhpctftlojlyj,1982,Journal of Communication,1.0,US,M,Middle Eastern,Education
452,ezrvlxztpcibzlodqgvt,2003,Human Communication Research,8.0,US,M,Asian,Education
453,odnnumvotuvgekdpwyfe,2015,Journal of Communication,3.0,US,M,White,Education
454,lzvqkeelkeccyckeksle,2016,Journal of Communication,2.0,US,F,Middle Eastern,Education
455,mmbhttojlckudxymaamn,2014,Journal of Computer-Mediated Communication,6.0,US,F,White,Education
456,rpcnvouqqaqvvqbegcdw,1961,Journal of Communication,1.0,US,M,White,Education
457,hbwkiobiwrgwykwgfwdo,1978,Human Communication Research,1.0,US,M,White,Education
458,ezreufnuytswylxqbpmr,2006,Human Communication Research,2.0,US,F,White,Education
459,hlkwbcuwlaztanmvhgeo,2008,Human Communication Research,1.0,US,M,White,Education
460,dfiejncvfeoneyfbqzgt,2021,Journal of Computer-Mediated Communication,1.0,US,M,Asian,Education
461,fygfwbsznkddcjthdmla,2022,Journal of Communication,4.0,US,F,White,Education
462,xphwefayryguqpkkwawk,1983,Journal of Communication,1.0,US,M,White,Education
463,tccseahhyzpktfxsylod,1981,Journal of Communication,1.0,IL,F,White,Education
464,jjzlhdiwiwjbkiljaytp,1994,Journal of Communication,2.0,US,M,White,Education
465,mudlzcjjypyslodgwtbk,2018,Human Communication Research,2.0,US,M,White,Education
466,sphrflcxqgrxmrzcwfwp,2013,Journal of Communication,5.0,US,M,White,Education
467,tppenwferpvlzmcmtzsw,1989,Human Communication Research,2.0,US,M,White,Education
468,dpdvrtykzurztwaimqgy,1996,Human Communication Research,1.0,DE,F,White,Education
469,xbztqqosgufunspchnup,2007,Journal of Computer-Mediated Communication,1.0,JP,M,White,Education
470,jluhnervxdymeapgqtzs,1952,Journal of Communication,1.0,US,M,White,Education
471,kwvpeoxrksgdlbzckhso,2009,Journal of Computer-Mediated Communication,2.0,CA,F,White,Education
472,esnqrjskbaenvaivfvjx,1988,Journal of Communication,1.0,US,F,White,Education
473,bpjnlxuhabglrmdoogwe,2022,Communication Theory,4.0,US,F,White,Non Education
474,eskmjndszomkpgwsaavk,2006,Human Communication Research,2.0,US,F,Indigenous,Education
475,mukovxlmxhpzhshcxyxq,2005,Journal of Communication,1.0,US,M,White,Education
476,yyewmqjuantavtthjcma,1996,Human Communication Research,3.0,US,F,Black,Education
477,idcuoqukynrocvszqels,1979,Journal of Communication,1.0,CA,M,White,Education
478,uehehobyjdgmixikpejb,2018,"Communication, Culture and Critique",2.0,US,F,Hispanic,Education
479,kuyybfhczvzfbbxggrax,1971,Journal of Communication,2.0,US,F,Asian,Education
480,zfepvyukwixgwyoflbss,2014,Communication Theory,2.0,DE,M,White,Education
481,tbrkdsvottebxeruofxl,1991,Human Communication Research,2.0,US,M,White,Education
482,axiucxrwnkotsdqruqdn,2020,Journal of Computer-Mediated Communication,3.0,US,F,White,Education
483,xfnmaarlakzlliztbipk,1993,Journal of Communication,2.0,US,M,White,Education
484,xctkxiypdoslowscmshc,1988,Human Communication Research,2.0,US,M,White,Education
485,ulenfkcpgazvajyfmyvl,1988,Journal of Communication,1.0,JP,M,White,Non Education
486,pfyeblsuxibznictrhln,2021,Communication Theory,2.0,NL,M,White,Education
487,kzcfhixpruhtvrqqpzof,1997,Human Communication Research,2.0,US,F,White,Education
488,tlhfcowafgrfdhecjskf,2015,Journal of Computer-Mediated Communication,3.0,US,F,White,Education
489,piwvkrjgbjaexueqegkq,2015,"Communication, Culture and Critique",1.0,US,F,White,Education
490,keewkgynqauqvixbvvzm,1979,Journal of Communication,1.0,US,M,White,Education
491,oiqknqovgqmpqtirhjlf,2013,"Communication, Culture and Critique",2.0,US,M,Asian,Education
492,cvogxomamthdpvwpfmgn,1995,Human Communication Research,1.0,US,F,White,Education
493,coueyadktmigntsarfyd,1982,Human Communication Research,1.0,US,F,White,Education
494,mxugackawdibywfvnlgc,2013,Journal of Computer-Mediated Communication,1.0,ES,F,Hispanic,Education
495,bxlwxurkbzwfqjedrulv,2012,Human Communication Research,1.0,US,F,White,Education
496,zzfeglkbjkedcfoaudbv,2017,Human Communication Research,1.0,US,M,White,Education
497,ilyrqiafkmqkjiirpwuq,1996,Journal of Communication,2.0,US,M,White,Education
498,wilyeohvqqnzmehbfsbw,1974,Journal of Communication,2.0,US,M,White,Education
499,utsccribkylempmjzqix,2015,Journal of Communication,2.0,IL,F,White,Education
500,vuyzbsnxszslgoosywtp,2006,Journal of Communication,1.0,US,M,White,Education
501,fgyojjhcjjlfwcnpnxzl,1964,Journal of Communication,1.0,US,M,White,Education
502,qiztbdybhsqyuyyljcyf,2018,Journal of Communication,1.0,US,M,White,Education
503,zxuorykatwwcpyokjafw,1998,Human Communication Research,1.0,US,M,White,Education
504,yvkcnibbgwfnksvzaxkr,2020,Communication Theory,1.0,NZ,M,Asian,Education
505,uuidyghsbmnjfpdlslip,2013,Human Communication Research,3.0,US,F,White,Education
506,cavxufhgnsibapwydckk,2014,Communication Theory,2.0,US,M,White,Education
507,cwudsbypgzvbsfuclaqp,2010,Human Communication Research,3.0,US,M,White,Education
508,ulhlhwfmpqfloecbccng,2014,Journal of Communication,5.0,NL,F,White,Non Education
509,qhnqyvhhaxtsbjutniof,1983,Journal of Communication,1.0,US,M,White,Education
510,qwluohqfqjszjypihdug,1986,Human Communication Research,1.0,US,M,White,Education
511,aqfdrbpevurfduoazpnd,2015,"Communication, Culture and Critique",2.0,US,M,Hispanic,Education
512,kcpypbxsgagvwaykpfhl,1996,Journal of Communication,1.0,US,M,White,Education
513,xwowyjbdhoijqwplrbwg,2022,Human Communication Research,2.0,CH,F,Black,Education
514,nfktsqsvqvuluteukbpp,2016,Journal of Communication,1.0,IL,M,White,Education
515,tompkycnxijitcifjazu,2008,Human Communication Research,2.0,US,M,White,Education
516,gafghutmtkchnkeyhkyz,1993,Journal of Communication,1.0,US,M,White,Education
517,ybikvpbobxuzecjfqrrr,1980,Journal of Communication,3.0,US,F,White,Non Education
518,orsdyqbaavbgeqckzbxy,1997,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
519,cowqdcksgsxjgithhjdf,2002,Human Communication Research,3.0,US,M,White,Education
520,uasoapundqwqwqwmpfqd,2010,"Communication, Culture and Critique",1.0,US,M,White,Education
521,guvuksewfspqehswrphi,2020,Human Communication Research,1.0,US,M,White,Education
522,upusfrbdysaqjrhauxdb,1972,Journal of Communication,1.0,US,M,White,Education
523,hdagiwztbdykwynrcfve,2002,Human Communication Research,1.0,US,F,White,Education
524,uvbimbxljgtdjrpokdhe,2016,Journal of Computer-Mediated Communication,2.0,GB,F,White,Education
525,acfwhjfcdwoacnqeqjku,2021,"Communication, Culture and Critique",1.0,US,F,Asian,Education
526,sipdlqapyhvvnktfuhtm,1985,Journal of Communication,1.0,US,M,White,Education
527,kcmbmmelhmxfpccqtwkz,2006,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
528,nkcxobdkwdtlwmuhyock,2014,Journal of Computer-Mediated Communication,5.0,PT,F,Hispanic,Education
529,pqrxxldmvhfwqzxeypjn,1969,Journal of Communication,1.0,US,M,White,Education
